"id","oid","uid","created_at","updated_at"
"428","469","746","2020-09-19 08:28:18","2020-09-19 08:28:18"
"429","470","746","2020-09-19 08:28:21","2020-09-19 08:28:21"
"430","474","746","2020-09-19 11:19:16","2020-09-19 11:19:16"
"431","476","746","2020-09-19 13:13:51","2020-09-19 13:13:51"
"432","477","746","2020-09-19 13:28:55","2020-09-19 13:28:55"
"433","478","746","2020-09-19 13:46:25","2020-09-19 13:46:25"
"434","479","746","2020-09-19 13:54:44","2020-09-19 13:54:44"
"435","329","807","2020-09-21 07:54:55","2020-09-21 07:54:55"
"436","505","809","2020-09-21 07:55:30","2020-09-21 08:20:01"
"437","484","807","2020-09-21 07:55:57","2020-09-21 08:22:22"
"438","489","807","2020-09-21 07:56:13","2020-09-21 07:56:13"
"439","490","809","2020-09-21 07:56:33","2020-09-21 08:23:12"
"440","491","746","2020-09-21 07:56:41","2020-09-21 08:23:32"
"441","499","746","2020-09-21 07:56:59","2020-09-21 08:24:04"
"442","498","809","2020-09-21 07:57:16","2020-09-21 08:24:42"
"443","496","807","2020-09-21 07:57:32","2020-09-21 07:57:32"
"444","497","809","2020-09-21 07:57:38","2020-09-21 08:25:02"
"445","483","746","2020-09-21 07:58:06","2020-09-21 07:58:06"
"446","502","809","2020-09-21 07:58:45","2020-09-21 08:26:29"
"447","501","746","2020-09-21 07:59:02","2020-09-21 08:26:41"
"448","492","807","2020-09-21 07:59:15","2020-09-21 08:26:09"
"449","475","746","2020-09-21 08:00:11","2020-09-21 08:00:11"
"450","504","807","2020-09-21 08:00:55","2020-09-21 08:00:55"
"451","494","809","2020-09-21 08:01:26","2020-09-21 08:27:51"
"452","488","807","2020-09-21 08:01:40","2020-09-21 08:01:40"
"453","487","746","2020-09-21 08:01:51","2020-09-21 08:01:51"
"454","485","809","2020-09-21 08:02:03","2020-09-21 08:28:41"
"455","482","807","2020-09-21 08:02:57","2020-09-21 08:02:57"
"456","503","746","2020-09-21 08:03:21","2020-09-21 08:03:21"
"457","500","809","2020-09-21 08:03:41","2020-09-21 08:29:49"
"458","493","746","2020-09-21 08:04:07","2020-09-21 08:04:07"
"459","511","746","2020-09-21 09:26:49","2020-09-21 09:36:23"
"460","512","746","2020-09-21 09:44:36","2020-09-21 09:44:36"
"461","513","807","2020-09-21 10:18:47","2020-09-21 10:18:47"
"462","514","549","2020-09-21 10:32:05","2020-09-21 16:07:46"
"463","517","746","2020-09-21 11:22:34","2020-09-21 16:07:41"
"464","518","746","2020-09-21 11:40:06","2020-09-21 11:40:06"
"465","522","746","2020-09-21 11:59:53","2020-09-21 13:02:21"
"466","521","807","2020-09-21 11:59:57","2020-09-21 11:59:57"
"467","523","746","2020-09-21 12:00:01","2020-09-21 12:58:15"
"468","520","746","2020-09-21 12:00:07","2020-09-21 12:00:07"
"469","524","809","2020-09-21 12:17:46","2020-09-21 12:17:46"
"470","525","549","2020-09-21 12:27:32","2020-09-21 12:27:32"
"471","527","809","2020-09-21 13:34:23","2020-09-21 15:28:56"
"472","528","746","2020-09-21 13:34:25","2020-09-21 16:07:35"
"473","529","746","2020-09-21 14:10:03","2020-09-21 14:10:03"
"474","536","746","2020-09-21 14:57:42","2020-09-21 14:57:42"
"475","535","746","2020-09-21 14:57:46","2020-09-21 14:58:17"
"476","542","746","2020-09-21 15:47:13","2020-09-21 15:47:13"
"477","486","556","2020-09-22 07:50:11","2020-09-22 09:43:10"
"478","515","807","2020-09-22 07:50:49","2020-09-22 07:50:49"
"479","533","809","2020-09-22 07:51:24","2020-09-22 07:51:24"
"480","538","809","2020-09-22 07:51:32","2020-09-22 07:51:32"
"481","541","807","2020-09-22 07:52:11","2020-09-22 07:52:11"
"482","549","809","2020-09-22 07:52:25","2020-09-22 07:52:25"
"483","540","549","2020-09-22 07:53:23","2020-09-22 09:44:04"
"484","539","809","2020-09-22 07:53:40","2020-09-22 07:53:52"
"485","537","807","2020-09-22 07:54:03","2020-09-22 07:54:03"
"486","532","556","2020-09-22 07:54:17","2020-09-22 09:43:46"
"487","559","549","2020-09-22 07:54:58","2020-09-22 12:02:10"
"488","558","809","2020-09-22 07:55:27","2020-09-22 07:55:27"
"489","554","807","2020-09-22 08:00:05","2020-09-22 08:00:05"
"490","544","549","2020-09-22 08:00:30","2020-09-22 08:00:30"
"491","546","549","2020-09-22 08:01:32","2020-09-22 12:02:49"
"492","547","549","2020-09-22 08:02:44","2020-09-22 12:02:52"
"493","545","809","2020-09-22 08:02:59","2020-09-22 08:03:08"
"494","550","807","2020-09-22 08:04:00","2020-09-22 08:04:00"
"495","553","549","2020-09-22 08:04:10","2020-09-22 08:04:10"
"496","555","809","2020-09-22 08:04:24","2020-09-22 08:04:24"
"497","534","807","2020-09-22 08:04:44","2020-09-22 08:04:44"
"498","509","807","2020-09-22 08:05:29","2020-09-22 08:05:29"
"499","516","809","2020-09-22 08:06:15","2020-09-22 08:06:15"
"500","552","549","2020-09-22 08:07:05","2020-09-22 12:04:16"
"501","562","549","2020-09-22 08:09:08","2020-09-22 08:09:08"
"502","548","549","2020-09-22 08:12:05","2020-09-22 12:03:27"
"503","530","807","2020-09-22 08:12:53","2020-09-22 08:12:53"
"504","526","549","2020-09-22 08:13:11","2020-09-22 08:13:11"
"505","565","549","2020-09-22 09:44:39","2020-09-22 09:44:39"
"506","566","549","2020-09-22 11:21:17","2020-09-22 11:21:17"
"507","567","549","2020-09-22 11:43:52","2020-09-22 11:43:52"
"508","568","549","2020-09-22 12:01:16","2020-09-22 14:25:35"
"509","569","809","2020-09-22 12:01:52","2020-09-22 12:01:52"
"510","571","549","2020-09-22 12:05:03","2020-09-22 12:05:03"
"511","590","807","2020-09-22 13:16:30","2020-09-22 13:16:30"
"512","594","809","2020-09-22 13:53:48","2020-09-22 13:53:48"
"513","596","549","2020-09-22 13:53:52","2020-09-22 13:53:52"
"514","595","549","2020-09-22 13:54:19","2020-09-22 13:54:19"
"515","572","549","2020-09-22 16:56:43","2020-09-22 16:56:43"
"516","614","556","2020-09-23 07:16:23","2020-09-23 08:49:48"
"517","612","746","2020-09-23 07:16:31","2020-09-23 07:35:38"
"518","611","807","2020-09-23 07:16:40","2020-09-23 07:16:40"
"519","609","746","2020-09-23 07:16:50","2020-09-23 07:40:55"
"520","605","807","2020-09-23 07:17:46","2020-09-23 07:32:41"
"521","604","807","2020-09-23 07:17:54","2020-09-23 07:32:44"
"522","603","556","2020-09-23 07:18:01","2020-09-23 08:50:17"
"523","519","746","2020-09-23 07:36:51","2020-09-23 07:36:51"
"524","598","549","2020-09-23 07:38:11","2020-09-23 07:38:11"
"525","619","807","2020-09-23 07:39:15","2020-09-23 07:39:15"
"526","622","807","2020-09-23 07:39:25","2020-09-23 07:39:25"
"527","627","549","2020-09-23 07:40:29","2020-09-23 07:40:29"
"528","623","807","2020-09-23 08:09:39","2020-09-23 08:09:39"
"529","531","549","2020-09-23 08:11:14","2020-09-23 08:11:14"
"530","551","746","2020-09-23 08:12:17","2020-09-23 08:12:17"
"531","592","807","2020-09-23 08:12:37","2020-09-23 08:12:37"
"532","608","549","2020-09-23 08:13:18","2020-09-23 08:13:18"
"533","621","807","2020-09-23 08:15:11","2020-09-23 08:15:11"
"534","624","549","2020-09-23 08:15:19","2020-09-23 08:15:19"
"535","625","746","2020-09-23 08:15:28","2020-09-23 08:15:28"
"536","600","807","2020-09-23 08:15:46","2020-09-23 08:15:46"
"537","573","746","2020-09-23 08:17:01","2020-09-23 08:17:01"
"538","601","807","2020-09-23 08:17:16","2020-09-23 08:17:16"
"539","599","549","2020-09-23 08:17:37","2020-09-23 08:17:37"
"540","613","549","2020-09-23 08:18:10","2020-09-23 08:18:10"
"541","628","807","2020-09-23 08:25:28","2020-09-23 08:25:28"
"542","620","549","2020-09-23 08:26:24","2020-09-23 08:26:24"
"543","557","746","2020-09-23 08:27:30","2020-09-23 08:27:30"
"544","610","549","2020-09-23 08:28:47","2020-09-23 08:28:47"
"545","626","807","2020-09-23 08:29:19","2020-09-23 08:29:19"
"546","629","549","2020-09-23 08:37:00","2020-09-23 15:20:32"
"547","646","807","2020-09-23 10:09:34","2020-09-23 10:09:34"
"548","647","549","2020-09-23 10:09:40","2020-09-23 10:09:40"
"549","648","549","2020-09-23 10:46:46","2020-09-23 10:46:46"
"550","649","746","2020-09-23 12:14:34","2020-09-23 12:14:34"
"551","651","549","2020-09-23 12:14:43","2020-09-23 15:35:27"
"552","650","746","2020-09-23 12:14:52","2020-09-23 14:44:43"
"553","654","549","2020-09-23 12:41:00","2020-09-23 12:41:00"
"554","660","746","2020-09-23 12:54:23","2020-09-23 12:54:23"
"555","659","746","2020-09-23 12:54:27","2020-09-23 12:54:27"
"556","661","746","2020-09-23 13:26:46","2020-09-23 13:26:46"
"557","662","746","2020-09-23 13:26:50","2020-09-23 13:26:50"
"558","680","746","2020-09-24 08:42:07","2020-09-24 08:42:07"
"559","617","746","2020-09-24 08:42:20","2020-09-24 08:42:20"
"560","615","746","2020-09-24 08:42:34","2020-09-24 08:42:34"
"561","679","746","2020-09-24 08:43:15","2020-09-24 08:43:15"
"562","676","549","2020-09-24 08:43:28","2020-09-24 08:43:28"
"563","668","549","2020-09-24 08:43:47","2020-09-24 08:43:47"
"564","663","556","2020-09-24 08:44:02","2020-09-24 08:44:02"
"565","673","746","2020-09-24 08:44:56","2020-09-24 08:44:56"
"566","674","549","2020-09-24 08:45:09","2020-09-24 08:45:09"
"567","677","549","2020-09-24 08:45:22","2020-09-24 08:45:22"
"568","671","746","2020-09-24 08:45:56","2020-09-24 08:45:56"
"569","675","746","2020-09-24 08:46:02","2020-09-24 08:46:02"
"570","678","549","2020-09-24 08:46:14","2020-09-24 08:46:14"
"571","669","746","2020-09-24 08:46:40","2020-09-24 08:46:40"
"572","666","746","2020-09-24 08:47:03","2020-09-24 08:47:03"
"573","665","746","2020-09-24 08:47:09","2020-09-24 08:47:09"
"574","664","549","2020-09-24 08:47:20","2020-09-24 08:47:20"
"575","618","746","2020-09-24 08:47:50","2020-09-24 08:47:50"
"576","681","746","2020-09-24 08:48:17","2020-09-24 08:48:17"
"577","672","746","2020-09-24 08:48:34","2020-09-24 08:48:34"
"578","682","549","2020-09-24 11:18:16","2020-09-24 11:18:16"
"579","684","549","2020-09-24 11:18:19","2020-09-24 11:18:19"
"580","685","746","2020-09-24 11:43:38","2020-09-24 11:43:38"
"581","686","549","2020-09-24 11:43:46","2020-09-24 11:43:46"
"582","687","549","2020-09-24 11:43:50","2020-09-24 11:43:50"
"583","688","549","2020-09-24 11:59:24","2020-09-24 11:59:24"
"584","690","549","2020-09-24 12:31:04","2020-09-24 12:31:04"
"585","691","746","2020-09-24 12:58:48","2020-09-24 12:58:48"
"586","697","549","2020-09-24 13:06:13","2020-09-24 13:06:13"
"587","701","746","2020-09-24 14:57:09","2020-09-24 14:57:09"
"588","702","746","2020-09-24 15:56:12","2020-09-24 15:56:12"
"589","570","807","2020-09-25 07:29:10","2020-09-25 07:29:10"
"590","597","807","2020-09-25 07:29:23","2020-09-25 07:29:23"
"591","602","807","2020-09-25 07:29:43","2020-09-25 07:29:43"
"592","607","746","2020-09-25 07:30:14","2020-09-25 07:30:14"
"593","670","746","2020-09-25 07:30:54","2020-09-25 07:30:54"
"594","689","746","2020-09-25 07:31:34","2020-09-25 07:31:34"
"595","703","746","2020-09-25 07:33:10","2020-09-25 07:33:39"
"596","706","549","2020-09-25 07:33:49","2020-09-25 07:33:49"
"597","708","807","2020-09-25 07:34:31","2020-09-25 07:34:31"
"598","707","807","2020-09-25 07:35:01","2020-09-25 07:35:01"
"599","710","746","2020-09-25 07:35:09","2020-09-25 07:35:09"
"600","593","746","2020-09-25 07:35:57","2020-09-25 07:35:57"
"601","704","807","2020-09-25 07:36:21","2020-09-25 07:36:21"
"602","711","746","2020-09-25 09:31:31","2020-09-25 09:31:31"
"603","715","746","2020-09-25 10:41:18","2020-09-25 10:41:18"
"604","714","807","2020-09-25 10:41:22","2020-09-25 10:41:22"
"605","717","807","2020-09-25 10:50:42","2020-09-25 10:51:02"
"606","716","746","2020-09-25 10:51:04","2020-09-25 10:51:04"
"607","718","746","2020-09-25 11:33:16","2020-09-25 11:33:16"
"608","725","746","2020-09-25 11:33:54","2020-09-25 11:33:54"
"609","722","807","2020-09-25 11:33:58","2020-09-25 11:33:58"
"610","723","746","2020-09-25 11:34:04","2020-09-25 14:32:26"
"611","730","746","2020-09-25 12:36:15","2020-09-25 12:36:15"
"612","731","746","2020-09-25 12:36:23","2020-09-25 12:36:23"
"613","732","807","2020-09-25 12:36:31","2020-09-25 12:36:31"
"614","734","807","2020-09-25 12:36:41","2020-09-25 12:36:41"
"615","735","746","2020-09-25 12:53:34","2020-09-25 12:53:34"
"616","750","746","2020-09-26 01:09:50","2020-09-26 01:09:50"
"617","752","746","2020-09-26 01:10:08","2020-09-26 01:10:08"
"618","754","746","2020-09-26 01:10:13","2020-09-26 01:10:13"
"619","755","746","2020-09-26 01:10:18","2020-09-26 01:10:18"
"620","756","746","2020-09-26 10:20:47","2020-09-26 10:20:47"
"621","757","634","2020-09-26 12:55:07","2020-09-26 12:55:07"
"622","758","634","2020-09-26 14:23:10","2020-09-26 14:23:10"
"623","766","807","2020-09-28 07:48:03","2020-09-28 07:48:03"
"624","769","809","2020-09-28 07:48:08","2020-09-29 08:31:06"
"625","771","807","2020-09-28 07:48:49","2020-09-28 07:48:49"
"626","772","807","2020-09-28 07:48:57","2020-09-28 07:48:57"
"627","773","807","2020-09-28 07:49:09","2020-09-28 07:49:09"
"628","774","807","2020-09-28 07:49:14","2020-09-28 07:49:14"
"629","778","549","2020-09-28 07:51:34","2020-09-28 08:36:33"
"630","779","549","2020-09-28 07:51:40","2020-09-28 08:36:30"
"631","781","549","2020-09-28 07:51:48","2020-09-28 10:27:26"
"632","782","549","2020-09-28 07:51:55","2020-09-28 10:27:29"
"633","765","549","2020-09-28 07:52:32","2020-09-28 08:37:48"
"634","763","549","2020-09-28 07:52:50","2020-09-28 08:37:59"
"635","761","549","2020-09-28 07:52:57","2020-09-28 08:38:07"
"636","762","807","2020-09-28 07:53:37","2020-09-28 10:28:09"
"637","759","549","2020-09-28 07:54:16","2020-09-28 10:28:16"
"638","751","807","2020-09-28 08:31:23","2020-09-28 10:28:41"
"639","783","549","2020-09-28 08:32:59","2020-09-28 10:27:35"
"640","784","807","2020-09-28 08:33:02","2020-09-28 10:27:46"
"641","785","549","2020-09-28 08:34:59","2020-09-28 08:34:59"
"642","787","807","2020-09-28 08:35:10","2020-09-28 08:35:10"
"643","791","807","2020-09-28 08:35:39","2020-09-28 08:35:39"
"644","796","549","2020-09-28 08:35:58","2020-09-28 08:35:58"
"645","776","549","2020-09-28 08:39:03","2020-09-28 13:18:46"
"646","777","807","2020-09-28 08:39:06","2020-09-28 13:18:38"
"647","797","807","2020-09-28 08:39:53","2020-09-28 08:39:53"
"648","789","549","2020-09-28 08:41:30","2020-09-28 08:41:30"
"649","788","549","2020-09-28 08:41:40","2020-09-28 13:18:21"
"650","768","807","2020-09-28 08:41:57","2020-09-28 08:41:57"
"651","760","549","2020-09-28 08:47:17","2020-09-28 15:42:50"
"652","792","549","2020-09-28 08:48:32","2020-09-28 15:42:35"
"653","793","549","2020-09-28 08:48:44","2020-09-28 15:42:37"
"654","795","549","2020-09-28 08:48:53","2020-09-28 08:48:53"
"655","798","549","2020-09-28 08:48:58","2020-09-28 08:48:58"
"656","833","549","2020-09-28 10:50:40","2020-09-28 15:42:12"
"657","834","549","2020-09-28 10:50:48","2020-09-28 10:50:48"
"658","818","549","2020-09-28 16:20:24","2020-09-28 16:20:24"
"659","910","807","2020-09-29 00:49:23","2020-09-30 08:01:25"
"660","854","807","2020-09-29 07:52:54","2020-09-29 07:52:54"
"661","850","809","2020-09-29 07:53:03","2020-09-29 08:36:16"
"662","856","746","2020-09-29 07:53:12","2020-09-29 08:33:42"
"663","857","809","2020-09-29 07:53:29","2020-09-29 08:36:24"
"664","846","807","2020-09-29 07:54:01","2020-09-29 07:54:01"
"665","844","807","2020-09-29 07:54:13","2020-09-29 07:54:13"
"666","847","807","2020-09-29 07:54:27","2020-09-29 08:35:04"
"667","841","809","2020-09-29 07:54:43","2020-09-29 07:54:43"
"668","836","809","2020-09-29 07:55:01","2020-09-29 07:55:01"
"669","786","807","2020-09-29 07:58:14","2020-09-29 08:35:37"
"670","764","549","2020-09-29 08:00:06","2020-09-29 08:00:06"
"671","770","746","2020-09-29 08:31:09","2020-09-29 08:31:09"
"672","867","746","2020-09-29 08:33:57","2020-09-29 08:33:57"
"673","849","746","2020-09-29 08:38:17","2020-09-29 08:38:17"
"674","868","746","2020-09-29 08:38:37","2020-09-29 08:38:37"
"675","853","549","2020-09-29 08:39:02","2020-09-29 08:39:02"
"676","855","807","2020-09-29 08:39:23","2020-09-29 08:39:23"
"677","837","807","2020-09-29 08:39:40","2020-09-29 08:39:40"
"678","790","809","2020-09-29 08:40:04","2020-09-29 08:40:04"
"679","879","809","2020-09-29 08:40:29","2020-09-29 08:40:29"
"680","866","549","2020-09-29 08:41:32","2020-09-29 08:41:32"
"681","859","746","2020-09-29 08:41:45","2020-09-29 08:41:45"
"682","842","807","2020-09-29 08:42:10","2020-09-29 08:42:10"
"683","843","807","2020-09-29 08:42:17","2020-09-29 08:42:17"
"684","835","809","2020-09-29 08:42:44","2020-09-29 08:42:44"
"685","840","746","2020-09-29 08:43:41","2020-09-29 08:43:41"
"686","848","746","2020-09-29 08:43:53","2020-09-29 08:43:53"
"687","817","807","2020-09-29 08:44:05","2020-09-29 08:44:05"
"688","819","807","2020-09-29 08:44:14","2020-09-29 08:44:14"
"689","862","549","2020-09-29 08:44:38","2020-09-29 08:44:38"
"690","820","809","2020-09-29 08:44:55","2020-09-29 08:44:55"
"691","838","746","2020-09-29 08:45:13","2020-09-29 15:21:11"
"692","863","746","2020-09-29 08:46:24","2020-09-29 08:46:24"
"693","861","807","2020-09-29 08:46:47","2020-09-29 08:46:47"
"694","865","549","2020-09-29 08:46:59","2020-09-29 15:36:35"
"695","881","549","2020-09-29 08:47:08","2020-09-29 15:36:47"
"696","880","549","2020-09-29 08:47:57","2020-09-29 15:50:42"
"697","775","746","2020-09-29 08:48:38","2020-09-29 15:53:10"
"698","882","549","2020-09-29 08:49:19","2020-09-29 15:50:21"
"699","884","549","2020-09-29 08:52:20","2020-09-29 08:52:20"
"700","839","746","2020-09-29 08:52:44","2020-09-29 08:52:44"
"701","860","746","2020-09-29 08:53:26","2020-09-29 08:53:26"
"702","852","746","2020-09-29 08:53:56","2020-09-29 08:53:56"
"703","858","746","2020-09-29 08:54:10","2020-09-29 08:54:10"
"704","883","746","2020-09-29 08:54:24","2020-09-29 08:54:24"
"705","892","807","2020-09-30 07:58:48","2020-09-30 07:58:48"
"706","893","549","2020-09-30 07:58:53","2020-09-30 07:58:53"
"707","894","746","2020-09-30 07:58:58","2020-09-30 07:58:58"
"708","895","746","2020-09-30 07:59:07","2020-09-30 07:59:07"
"709","896","746","2020-09-30 07:59:15","2020-09-30 07:59:15"
"710","897","807","2020-09-30 07:59:27","2020-09-30 07:59:27"
"711","898","807","2020-09-30 07:59:30","2020-09-30 07:59:30"
"712","899","746","2020-09-30 07:59:36","2020-09-30 07:59:36"
"713","900","746","2020-09-30 07:59:55","2020-09-30 07:59:55"
"714","901","746","2020-09-30 07:59:58","2020-09-30 07:59:58"
"715","902","746","2020-09-30 08:00:00","2020-09-30 08:00:00"
"716","903","807","2020-09-30 08:00:15","2020-09-30 08:00:15"
"717","904","746","2020-09-30 08:00:20","2020-09-30 08:00:20"
"718","905","549","2020-09-30 08:00:24","2020-09-30 08:00:24"
"719","906","807","2020-09-30 08:00:40","2020-09-30 08:00:40"
"720","907","807","2020-09-30 08:01:07","2020-09-30 08:01:07"
"721","908","746","2020-09-30 08:01:09","2020-09-30 08:01:09"
"722","911","746","2020-09-30 08:01:29","2020-09-30 08:01:29"
"723","912","549","2020-09-30 08:01:33","2020-09-30 08:01:33"
"724","913","746","2020-09-30 08:02:03","2020-09-30 08:02:03"
"725","914","549","2020-09-30 08:02:07","2020-09-30 08:02:07"
"726","915","807","2020-09-30 08:02:13","2020-09-30 08:02:13"
"727","916","549","2020-09-30 08:02:57","2020-09-30 08:02:57"
"728","917","746","2020-09-30 08:03:00","2020-09-30 08:03:00"
"729","918","549","2020-09-30 08:03:04","2020-09-30 08:03:04"
"730","919","746","2020-09-30 08:03:08","2020-09-30 08:03:08"
"731","921","807","2020-09-30 08:03:25","2020-09-30 08:03:25"
"732","922","746","2020-09-30 08:03:28","2020-09-30 08:03:28"
"733","923","549","2020-09-30 08:03:32","2020-09-30 08:03:32"
"734","924","549","2020-09-30 08:04:42","2020-09-30 08:04:42"
"735","925","807","2020-09-30 08:04:55","2020-09-30 08:04:55"
"736","926","746","2020-09-30 08:04:58","2020-09-30 08:04:58"
"737","927","549","2020-09-30 08:05:03","2020-09-30 08:05:03"
"738","929","746","2020-09-30 08:05:37","2020-09-30 08:05:37"
"739","930","746","2020-09-30 08:05:41","2020-09-30 08:05:41"
"740","931","549","2020-09-30 08:05:45","2020-09-30 08:05:45"
"741","932","807","2020-09-30 08:06:12","2020-09-30 08:06:12"
"742","933","807","2020-09-30 08:06:15","2020-09-30 08:06:15"
"743","938","807","2020-09-30 08:06:24","2020-09-30 08:06:24"
"744","953","549","2020-09-30 08:06:59","2020-09-30 08:06:59"
"745","954","807","2020-09-30 08:07:03","2020-09-30 08:07:03"
"746","955","807","2020-09-30 08:07:14","2020-09-30 08:07:14"
"747","957","549","2020-09-30 08:07:34","2020-09-30 08:07:43"
"748","971","549","2020-09-30 10:36:39","2020-09-30 10:36:39"
"749","972","549","2020-09-30 12:53:16","2020-09-30 12:53:16"
"750","980","807","2020-10-01 07:58:27","2020-10-01 07:58:27"
"751","973","807","2020-10-01 07:58:37","2020-10-01 07:58:37"
"752","968","807","2020-10-01 07:58:45","2020-10-01 07:58:45"
"753","970","807","2020-10-01 07:59:08","2020-10-01 07:59:08"
"754","986","807","2020-10-01 08:00:21","2020-10-01 08:00:21"
"755","990","807","2020-10-01 08:00:31","2020-10-01 08:00:31"
"756","964","807","2020-10-01 08:00:52","2020-10-01 08:00:52"
"757","959","471","2020-10-01 08:44:48","2020-10-01 11:00:55"
"758","960","807","2020-10-01 08:44:59","2020-10-01 08:44:59"
"759","961","549","2020-10-01 08:45:03","2020-10-01 13:07:55"
"760","963","746","2020-10-01 08:45:22","2020-10-01 08:45:22"
"761","965","746","2020-10-01 08:45:27","2020-10-01 08:45:27"
"762","966","746","2020-10-01 08:45:44","2020-10-01 08:45:44"
"763","967","746","2020-10-01 08:46:23","2020-10-01 08:46:23"
"764","975","807","2020-10-01 08:47:02","2020-10-01 08:47:02"
"765","976","549","2020-10-01 08:47:18","2020-10-01 13:58:32"
"766","977","549","2020-10-01 08:47:27","2020-10-01 08:47:27"
"767","978","746","2020-10-01 08:47:35","2020-10-01 08:47:35"
"768","981","549","2020-10-01 08:48:26","2020-10-01 08:48:26"
"769","982","549","2020-10-01 08:48:28","2020-10-01 08:48:28"
"770","983","549","2020-10-01 08:48:32","2020-10-01 08:48:32"
"771","985","549","2020-10-01 08:48:36","2020-10-01 08:48:36"
"772","987","549","2020-10-01 08:48:57","2020-10-01 16:58:26"
"773","988","746","2020-10-01 08:49:38","2020-10-01 08:49:38"
"774","989","549","2020-10-01 08:49:41","2020-10-01 08:49:41"
"775","992","549","2020-10-01 08:49:55","2020-10-01 12:32:17"
"776","994","549","2020-10-01 08:50:08","2020-10-01 13:57:41"
"777","995","746","2020-10-01 08:50:12","2020-10-01 08:50:12"
"778","996","549","2020-10-01 08:50:21","2020-10-01 08:50:21"
"779","997","746","2020-10-01 08:50:49","2020-10-01 08:50:49"
"780","998","549","2020-10-01 08:50:56","2020-10-01 13:57:53"
"781","999","746","2020-10-01 08:51:04","2020-10-01 08:51:04"
"782","1000","549","2020-10-01 08:51:22","2020-10-01 12:32:06"
"783","1001","746","2020-10-01 08:51:34","2020-10-01 08:51:34"
"784","1002","746","2020-10-01 08:51:42","2020-10-01 08:51:42"
"785","1003","549","2020-10-01 08:51:53","2020-10-01 12:31:52"
"786","1006","807","2020-10-01 08:52:09","2020-10-01 08:52:09"
"787","1007","549","2020-10-01 08:52:17","2020-10-01 13:59:03"
"788","1008","807","2020-10-01 08:52:31","2020-10-01 08:52:31"
"789","1010","549","2020-10-01 08:53:00","2020-10-01 08:53:00"
"790","1011","746","2020-10-01 08:53:19","2020-10-01 08:53:19"
"791","1027","549","2020-10-01 10:09:20","2020-10-01 10:09:20"
"792","1032","746","2020-10-01 12:31:37","2020-10-01 12:31:37"
"793","1034","746","2020-10-01 13:06:35","2020-10-01 13:06:35"
"794","1036","746","2020-10-01 13:51:40","2020-10-01 13:51:40"
"795","958","549","2020-10-02 07:48:06","2020-10-02 07:48:06"
"796","969","556","2020-10-02 07:49:00","2020-10-02 07:49:00"
"797","974","807","2020-10-02 07:49:16","2020-10-02 07:49:16"
"798","979","556","2020-10-02 07:49:38","2020-10-02 07:49:38"
"799","984","549","2020-10-02 07:50:00","2020-10-02 07:50:00"
"800","993","807","2020-10-02 07:50:20","2020-10-02 07:50:20"
"801","1035","807","2020-10-02 07:50:47","2020-10-02 07:50:47"
"802","1054","549","2020-10-02 07:51:07","2020-10-02 07:51:07"
"803","1053","807","2020-10-02 07:51:15","2020-10-02 07:51:15"
"804","1052","549","2020-10-02 07:51:25","2020-10-02 07:51:25"
"805","1050","807","2020-10-02 07:51:42","2020-10-02 07:51:42"
"806","1048","549","2020-10-02 07:51:53","2020-10-02 07:51:53"
"807","1040","807","2020-10-02 07:52:19","2020-10-02 07:52:19"
"808","1037","549","2020-10-02 07:52:29","2020-10-02 07:52:29"
"809","1044","807","2020-10-02 07:53:57","2020-10-02 07:53:57"
"810","1039","807","2020-10-02 07:54:10","2020-10-02 07:54:15"
"811","1038","549","2020-10-02 07:54:40","2020-10-02 07:54:40"
"812","1041","549","2020-10-02 07:54:50","2020-10-02 07:54:50"
"813","1047","807","2020-10-02 07:55:28","2020-10-02 07:55:28"
"814","928","807","2020-10-02 07:55:56","2020-10-02 07:55:56"
"815","1005","549","2020-10-02 07:56:21","2020-10-02 07:56:21"
"816","991","549","2020-10-02 07:57:00","2020-10-02 07:57:00"
"817","1043","807","2020-10-02 07:57:17","2020-10-02 07:57:17"
"818","1042","549","2020-10-02 07:57:34","2020-10-02 07:57:34"
"819","1033","807","2020-10-02 07:57:50","2020-10-02 07:57:50"
"820","1051","807","2020-10-02 07:58:20","2020-10-02 07:58:20"
"821","1049","549","2020-10-02 07:58:32","2020-10-02 07:58:32"
"822","1055","807","2020-10-02 08:07:23","2020-10-02 08:07:23"
"823","1084","807","2020-10-02 10:52:13","2020-10-02 10:52:13"
"824","1089","549","2020-10-02 11:56:11","2020-10-02 11:56:11"
"825","1088","807","2020-10-02 11:56:18","2020-10-02 11:56:18"
"826","1087","549","2020-10-02 11:56:27","2020-10-02 11:56:27"
"827","1086","549","2020-10-02 11:56:28","2020-10-02 11:56:28"
"828","1085","807","2020-10-02 11:56:32","2020-10-02 11:56:32"
"829","1090","549","2020-10-02 12:31:01","2020-10-02 12:31:01"
"830","1045","549","2020-10-03 00:14:49","2020-10-03 10:16:16"
"831","1046","549","2020-10-03 00:14:53","2020-10-03 10:16:20"
"832","1091","549","2020-10-03 00:15:33","2020-10-03 09:47:36"
"833","1092","549","2020-10-03 00:15:39","2020-10-03 09:48:13"
"834","1093","556","2020-10-03 00:15:43","2020-10-03 09:47:26"
"835","1094","556","2020-10-03 00:15:46","2020-10-03 09:47:20"
"836","1095","549","2020-10-03 00:15:50","2020-10-03 10:15:12"
