"p_ao_id","pid","atid","ao_id","created_at","updated_at"
"6603","3302","27","77","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6604","3302","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6605","3303","27","373","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6606","3303","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6607","3304","27","51","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6608","3304","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6609","3305","27","406","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6610","3305","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6611","3306","27","396","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6612","3306","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6613","3307","27","396","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6614","3307","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6615","3308","27","77","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6616","3308","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6617","3309","27","464","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6618","3309","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6619","3310","27","462","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6620","3310","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6621","3311","27","465","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6622","3311","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6623","3312","27","77","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6624","3312","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6625","3313","27","77","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6626","3313","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6627","3314","27","77","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6628","3314","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6629","3315","27","77","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6630","3315","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6631","3316","27","77","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6632","3316","25","440","2020-08-30 22:42:35","2020-08-30 22:42:35"
"6633","3317","27","77","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6634","3317","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6635","3318","27","77","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6636","3318","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6637","3319","27","223","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6638","3319","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6639","3320","27","221","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6640","3320","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6641","3321","27","211","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6642","3321","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6643","3322","27","454","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6644","3322","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6645","3323","27","446","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6646","3323","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6647","3324","27","35","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6648","3324","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6649","3325","27","35","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6650","3325","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6651","3326","27","466","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6652","3326","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6653","3327","27","35","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6654","3327","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6655","3328","27","127","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6656","3328","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6657","3329","27","467","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6658","3329","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6659","3330","27","468","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6660","3330","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6661","3331","27","468","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6662","3331","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6663","3332","27","2","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6664","3332","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6665","3333","27","10","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6666","3333","25","440","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6667","3334","27","470","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6668","3334","25","469","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6669","3335","27","129","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6670","3335","25","469","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6671","3336","27","148","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6672","3336","25","469","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6673","3337","27","8","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6674","3337","25","469","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6675","3338","27","360","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6676","3338","25","471","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6677","3339","27","353","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6678","3339","25","471","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6679","3340","27","387","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6680","3340","25","471","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6681","3341","27","117","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6682","3341","25","471","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6683","3342","27","472","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6684","3342","25","471","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6685","3343","27","474","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6686","3343","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6687","3344","27","475","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6688","3344","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6689","3345","27","476","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6690","3345","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6691","3346","27","476","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6692","3346","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6693","3347","27","476","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6694","3347","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6695","3348","27","70","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6696","3348","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6697","3349","27","27","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6698","3349","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6699","3350","27","27","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6700","3350","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6701","3351","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6702","3351","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6703","3352","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6704","3352","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6705","3353","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6706","3353","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6707","3354","27","95","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6708","3354","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6709","3355","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6710","3355","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6711","3356","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6712","3356","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6713","3357","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6714","3357","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6715","3358","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6716","3358","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6717","3359","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6718","3359","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6719","3360","27","141","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6720","3360","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6721","3361","27","95","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6722","3361","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6723","3362","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6724","3362","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6725","3363","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6726","3363","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6727","3364","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6728","3364","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6729","3365","27","477","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6730","3365","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6731","3366","27","478","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6732","3366","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6733","3367","27","479","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6734","3367","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6735","3368","27","97","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6736","3368","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6737","3369","27","480","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6738","3369","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6739","3370","27","97","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6740","3370","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6741","3371","27","308","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6742","3371","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6743","3372","27","131","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6744","3372","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6745","3373","27","131","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6746","3373","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6747","3374","27","131","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6748","3374","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6749","3375","27","131","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6750","3375","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6751","3376","27","33","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6752","3376","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6753","3377","27","476","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6754","3377","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6755","3378","27","2","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6756","3378","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6757","3379","27","476","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6758","3379","25","473","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6759","3380","27","56","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6760","3380","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6761","3381","27","481","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6762","3381","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6763","3382","27","482","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6764","3382","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6765","3383","27","217","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6766","3383","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6767","3384","27","56","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6768","3384","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6769","3385","27","483","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6770","3385","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6771","3386","27","397","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6772","3386","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6773","3387","27","127","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6774","3387","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6775","3388","27","140","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6776","3388","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6777","3389","27","397","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6778","3389","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6779","3390","27","397","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6780","3390","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6781","3391","27","397","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6782","3391","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6783","3392","27","481","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6784","3392","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6785","3393","27","221","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6786","3393","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6787","3394","27","404","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6788","3394","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6789","3395","27","410","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6790","3395","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6791","3396","27","48","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6792","3396","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6793","3397","27","217","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6794","3397","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6795","3398","27","410","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6796","3398","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6797","3399","27","402","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6798","3399","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6799","3400","27","484","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6800","3400","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6801","3401","27","221","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6802","3401","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6803","3402","27","484","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6804","3402","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6805","3403","27","313","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6806","3403","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6807","3404","27","484","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6808","3404","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6809","3405","27","217","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6810","3405","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6811","3406","27","217","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6812","3406","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6813","3407","27","56","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6814","3407","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6815","3408","27","221","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6816","3408","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6817","3409","27","221","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6818","3409","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6819","3410","27","221","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6820","3410","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6821","3411","27","485","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6822","3411","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6823","3412","27","111","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6824","3412","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6825","3413","27","210","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6826","3413","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6827","3414","27","217","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6828","3414","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6829","3415","27","314","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6830","3415","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6831","3416","27","486","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6832","3416","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6833","3417","27","226","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6834","3417","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6835","3418","27","483","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6836","3418","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6837","3419","27","487","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6838","3419","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6839","3420","27","226","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6840","3420","25","55","2020-08-30 22:42:36","2020-08-30 22:42:36"
"6841","3421","27","483","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6842","3421","25","55","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6843","3422","27","397","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6844","3422","25","55","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6845","3423","27","217","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6846","3423","25","55","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6847","3424","27","217","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6848","3424","25","55","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6849","3425","27","217","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6850","3425","25","55","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6851","3426","27","217","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6852","3426","25","55","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6853","3427","27","397","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6854","3427","25","55","2020-08-30 22:42:37","2020-08-30 22:42:37"
"6855","3428","27","31","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6856","3428","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6857","3429","27","488","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6858","3429","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6859","3430","27","33","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6860","3430","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6861","3431","27","33","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6862","3431","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6863","3432","27","33","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6864","3432","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6865","3433","27","33","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6866","3433","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6867","3434","27","33","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6868","3434","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6869","3435","27","33","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6870","3435","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6871","3436","27","33","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6872","3436","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6873","3437","27","33","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6874","3437","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6875","3438","27","33","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6876","3438","25","30","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6877","3439","27","33","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6878","3439","25","489","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6879","3440","27","51","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6880","3440","25","489","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6881","3441","27","491","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6882","3441","25","490","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6883","3442","27","491","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6884","3442","25","492","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6885","3443","27","51","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6886","3443","25","493","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6887","3444","27","495","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6888","3444","25","494","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6889","3445","27","495","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6890","3445","25","494","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6891","3446","27","77","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6892","3446","25","496","2020-08-30 22:44:00","2020-08-30 22:44:00"
"6893","3447","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6894","3447","25","497","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6895","3448","27","64","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6896","3448","25","498","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6898","3449","25","499","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6900","3450","25","499","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6902","3451","25","499","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6903","3452","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6904","3452","25","499","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6905","3453","27","51","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6906","3453","25","501","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6907","3454","27","502","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6908","3454","25","501","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6909","3455","27","504","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6910","3455","25","503","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6911","3456","27","506","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6912","3456","25","505","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6913","3457","27","508","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6914","3457","25","507","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6915","3458","27","508","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6916","3458","25","507","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6917","3459","27","508","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6918","3459","25","509","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6919","3460","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6920","3460","25","509","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6921","3461","27","31","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6922","3461","25","510","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6923","3462","27","31","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6924","3462","25","510","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6925","3463","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6926","3463","25","510","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6927","3464","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6928","3464","25","511","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6929","3465","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6930","3465","25","511","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6931","3466","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6932","3466","25","512","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6933","3467","27","27","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6934","3467","25","512","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6935","3468","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6936","3468","25","513","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6937","3469","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6938","3469","25","514","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6939","3470","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6940","3470","25","515","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6941","3471","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6942","3471","25","516","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6943","3472","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6944","3472","25","517","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6945","3473","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6946","3473","25","517","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6947","3474","27","29","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6948","3474","25","505","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6949","3475","27","29","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6950","3475","25","518","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6951","3476","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6952","3476","25","519","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6953","3477","27","31","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6954","3477","25","520","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6955","3478","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6956","3478","25","34","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6957","3479","27","29","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6958","3479","25","28","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6959","3480","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6960","3480","25","521","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6961","3481","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6962","3481","25","521","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6963","3482","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6964","3482","25","522","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6965","3483","27","27","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6966","3483","25","30","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6967","3484","27","27","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6968","3484","25","30","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6969","3485","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6970","3485","25","489","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6971","3486","27","64","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6972","3486","25","490","2020-08-30 22:44:01","2020-08-30 22:44:01"
