"id","oid","uid","created_at","updated_at"
"412","382","473","2020-09-14 15:57:11","2020-09-14 15:57:11"
"413","383","473","2020-09-14 17:31:12","2020-09-14 17:31:12"
"414","384","473","2020-09-14 17:36:10","2020-09-14 17:36:10"
"415","385","473","2020-09-14 17:44:14","2020-09-14 17:44:14"
"416","386","473","2020-09-14 17:44:57","2020-09-14 17:44:57"
"417","387","473","2020-09-14 17:47:58","2020-09-14 17:47:58"
"418","388","473","2020-09-14 18:13:32","2020-09-14 18:13:32"
"419","389","473","2020-09-14 18:18:33","2020-09-14 18:18:33"
"420","390","473","2020-09-14 19:31:01","2020-09-14 19:31:01"
"421","391","473","2020-09-14 19:46:47","2020-09-14 19:46:47"
"422","392","473","2020-09-14 19:51:26","2020-09-14 19:51:26"
"423","393","473","2020-09-14 20:28:18","2020-09-14 20:28:18"
"424","394","473","2020-09-14 21:01:15","2020-09-14 21:01:15"
"425","395","473","2020-09-14 21:13:43","2020-09-14 21:13:43"
"426","396","473","2020-09-14 21:52:33","2020-09-14 21:52:33"
"427","397","473","2020-09-14 22:06:31","2020-09-14 22:06:31"
"428","398","473","2020-09-14 22:27:00","2020-09-14 22:27:00"
"429","399","473","2020-09-14 22:32:35","2020-09-14 22:32:35"
"430","400","473","2020-09-15 00:05:17","2020-09-15 00:05:17"
"431","401","473","2020-09-15 01:47:54","2020-09-15 01:47:54"
"432","402","473","2020-09-15 09:23:22","2020-09-15 09:23:22"
"433","403","473","2020-09-15 11:04:29","2020-09-15 11:04:29"
"434","404","473","2020-09-15 11:07:29","2020-09-15 11:07:29"
"435","405","473","2020-09-15 12:05:52","2020-09-15 12:05:52"
"436","406","473","2020-09-15 13:15:55","2020-09-15 13:15:55"
"437","407","473","2020-09-15 13:30:22","2020-09-15 13:30:22"
"438","408","473","2020-09-15 14:03:49","2020-09-15 14:03:49"
"439","409","473","2020-09-15 14:49:59","2020-09-15 14:49:59"
"440","410","473","2020-09-15 14:59:48","2020-09-15 14:59:48"
"441","411","473","2020-09-15 17:13:08","2020-09-15 17:13:08"
"442","412","473","2020-09-15 18:53:23","2020-09-15 18:53:23"
"443","413","473","2020-09-15 21:49:42","2020-09-15 21:49:42"
"444","414","473","2020-09-15 21:49:59","2020-09-15 21:49:59"
"445","415","473","2020-09-15 21:55:14","2020-09-15 21:55:14"
"446","416","473","2020-09-15 22:06:31","2020-09-15 22:06:31"
"447","417","473","2020-09-15 22:24:10","2020-09-15 22:24:10"
"448","418","473","2020-09-15 22:24:32","2020-09-15 22:24:32"
"449","419","473","2020-09-15 22:29:35","2020-09-15 22:29:35"
"450","420","473","2020-09-15 23:29:15","2020-09-15 23:29:15"
"451","421","473","2020-09-15 23:40:18","2020-09-15 23:40:18"
"452","422","473","2020-09-15 23:45:36","2020-09-15 23:45:36"
"453","423","473","2020-09-16 09:40:49","2020-09-16 09:40:49"
"454","424","473","2020-09-16 09:46:00","2020-09-16 09:46:00"
"455","425","473","2020-09-16 10:33:13","2020-09-16 10:33:13"
"456","426","473","2020-09-16 11:06:30","2020-09-16 11:06:30"
"457","427","473","2020-09-16 11:34:07","2020-09-16 11:34:07"
"458","428","473","2020-09-16 11:43:08","2020-09-16 11:43:08"
"459","429","473","2020-09-16 11:46:38","2020-09-16 11:46:38"
"460","430","473","2020-09-16 11:47:06","2020-09-16 11:47:06"
"461","431","473","2020-09-16 12:08:56","2020-09-16 12:08:56"
"462","432","473","2020-09-16 12:21:13","2020-09-16 12:21:13"
"463","433","473","2020-09-16 12:54:57","2020-09-16 12:54:57"
"464","434","473","2020-09-16 13:10:44","2020-09-16 13:10:44"
"465","435","473","2020-09-16 13:11:53","2020-09-16 13:11:53"
"466","436","473","2020-09-16 14:18:18","2020-09-16 14:18:18"
"467","437","473","2020-09-16 14:24:14","2020-09-16 14:24:14"
"468","438","473","2020-09-16 15:45:24","2020-09-16 15:45:24"
"469","439","473","2020-09-16 17:35:02","2020-09-16 17:35:02"
"470","440","473","2020-09-16 17:35:02","2020-09-16 17:35:02"
"471","441","473","2020-09-16 17:41:49","2020-09-16 17:41:49"
"472","442","473","2020-09-16 19:37:22","2020-09-16 19:37:22"
"473","443","473","2020-09-16 19:40:50","2020-09-16 19:40:50"
"474","444","473","2020-09-16 20:00:35","2020-09-16 20:00:35"
"475","445","473","2020-09-16 20:27:49","2020-09-16 20:27:49"
"476","446","473","2020-09-16 20:54:06","2020-09-16 20:54:06"
"477","447","473","2020-09-16 23:12:26","2020-09-16 23:12:26"
"478","448","473","2020-09-16 23:44:36","2020-09-16 23:44:36"
"479","449","473","2020-09-17 07:46:18","2020-09-17 07:46:18"
"480","450","473","2020-09-17 09:08:57","2020-09-17 09:08:57"
"481","451","473","2020-09-17 09:20:34","2020-09-17 09:20:34"
"482","452","473","2020-09-17 09:21:03","2020-09-17 09:21:03"
"483","453","473","2020-09-17 11:35:30","2020-09-17 11:35:30"
"484","454","473","2020-09-17 11:51:27","2020-09-17 11:51:27"
"485","455","473","2020-09-17 11:57:22","2020-09-17 11:57:22"
"486","456","473","2020-09-17 13:05:56","2020-09-17 13:05:56"
"487","457","473","2020-09-17 13:37:50","2020-09-17 13:37:50"
"488","458","473","2020-09-17 14:41:35","2020-09-17 14:41:35"
"489","459","473","2020-09-17 15:07:55","2020-09-17 15:07:55"
"490","460","473","2020-09-17 15:10:13","2020-09-17 15:10:13"
"491","461","473","2020-09-17 16:14:42","2020-09-17 16:14:42"
"492","462","473","2020-09-17 17:26:15","2020-09-17 17:26:15"
"493","463","473","2020-09-17 18:56:25","2020-09-17 18:56:25"
"494","464","473","2020-09-17 19:11:56","2020-09-17 19:11:56"
"495","465","473","2020-09-17 22:38:22","2020-09-17 22:38:22"
"496","466","473","2020-09-18 13:05:36","2020-09-18 13:05:36"
"497","467","473","2020-09-18 13:18:10","2020-09-18 13:18:10"
"498","468","473","2020-09-18 15:12:07","2020-09-18 15:12:07"
"499","469","473","2020-09-18 17:23:09","2020-09-18 17:23:09"
"500","470","473","2020-09-18 18:03:00","2020-09-18 18:03:00"
"501","471","473","2020-09-18 18:09:05","2020-09-18 18:09:05"
"502","472","473","2020-09-18 21:04:23","2020-09-18 21:04:23"
"503","473","473","2020-09-18 21:05:44","2020-09-18 21:05:44"
"504","474","473","2020-09-19 11:16:21","2020-09-19 11:16:21"
"505","475","473","2020-09-19 12:36:35","2020-09-19 12:36:35"
"506","476","473","2020-09-19 13:09:50","2020-09-19 13:09:50"
"507","477","473","2020-09-19 13:24:13","2020-09-19 13:24:13"
"508","478","473","2020-09-19 13:31:41","2020-09-19 13:31:41"
"509","479","473","2020-09-19 13:52:16","2020-09-19 13:52:16"
"510","480","473","2020-09-19 15:03:51","2020-09-19 15:03:51"
"511","481","473","2020-09-19 15:04:50","2020-09-19 15:04:50"
"512","482","473","2020-09-19 15:05:32","2020-09-19 15:05:32"
"513","483","473","2020-09-19 15:55:26","2020-09-19 15:55:26"
"514","484","473","2020-09-19 19:02:38","2020-09-19 19:02:38"
"515","485","473","2020-09-19 23:07:00","2020-09-19 23:07:00"
"516","486","473","2020-09-19 23:12:52","2020-09-19 23:12:52"
"517","487","473","2020-09-19 23:22:40","2020-09-19 23:22:40"
"518","488","473","2020-09-20 11:15:42","2020-09-20 11:15:42"
"519","489","473","2020-09-20 12:42:32","2020-09-20 12:42:32"
"520","490","473","2020-09-20 12:54:50","2020-09-20 12:54:50"
"521","491","473","2020-09-20 14:17:59","2020-09-20 14:17:59"
"522","492","473","2020-09-20 14:38:48","2020-09-20 14:38:48"
"523","493","473","2020-09-20 16:09:53","2020-09-20 16:09:53"
"524","494","473","2020-09-20 16:20:40","2020-09-20 16:20:40"
"525","495","473","2020-09-20 18:31:22","2020-09-20 18:31:22"
"526","496","473","2020-09-20 18:35:05","2020-09-20 18:35:05"
"527","497","473","2020-09-20 18:41:29","2020-09-20 18:41:29"
"528","498","473","2020-09-20 18:50:04","2020-09-20 18:50:04"
"529","499","473","2020-09-20 20:45:56","2020-09-20 20:45:56"
"530","500","473","2020-09-20 20:50:15","2020-09-20 20:50:15"
"531","501","473","2020-09-20 22:05:36","2020-09-20 22:05:36"
"532","502","473","2020-09-20 22:29:56","2020-09-20 22:29:56"
"533","503","473","2020-09-20 22:47:27","2020-09-20 22:47:27"
"534","504","473","2020-09-20 23:22:33","2020-09-20 23:22:33"
"535","505","473","2020-09-21 00:15:54","2020-09-21 00:15:54"
"536","506","473","2020-09-21 00:52:43","2020-09-21 00:52:43"
"537","507","473","2020-09-21 01:17:44","2020-09-21 01:17:44"
"538","508","473","2020-09-21 01:25:38","2020-09-21 01:25:38"
"539","509","473","2020-09-21 02:06:38","2020-09-21 02:06:38"
"540","510","473","2020-09-21 09:03:29","2020-09-21 09:03:29"
"541","511","473","2020-09-21 09:03:40","2020-09-21 09:03:40"
"542","512","473","2020-09-21 09:38:16","2020-09-21 09:38:16"
"543","513","473","2020-09-21 10:09:06","2020-09-21 10:09:06"
"544","514","473","2020-09-21 10:31:02","2020-09-21 10:31:02"
"545","515","473","2020-09-21 10:38:06","2020-09-21 10:38:06"
"546","516","473","2020-09-21 11:01:31","2020-09-21 11:01:31"
"547","517","473","2020-09-21 11:10:33","2020-09-21 11:10:33"
"548","518","473","2020-09-21 11:26:42","2020-09-21 11:26:42"
"549","519","473","2020-09-21 11:49:56","2020-09-21 11:49:56"
"550","520","473","2020-09-21 11:51:18","2020-09-21 11:51:18"
"551","521","473","2020-09-21 11:52:50","2020-09-21 11:52:50"
"552","522","473","2020-09-21 11:54:40","2020-09-21 11:54:40"
"553","523","473","2020-09-21 11:55:45","2020-09-21 11:55:45"
"554","524","473","2020-09-21 12:04:42","2020-09-21 12:04:42"
"555","525","473","2020-09-21 12:20:56","2020-09-21 12:20:56"
"556","526","473","2020-09-21 12:45:05","2020-09-21 12:45:05"
"557","527","473","2020-09-21 13:24:30","2020-09-21 13:24:30"
"558","528","473","2020-09-21 13:34:09","2020-09-21 13:34:09"
"559","529","473","2020-09-21 13:43:32","2020-09-21 13:43:32"
"560","530","473","2020-09-21 14:00:35","2020-09-21 14:00:35"
"561","531","473","2020-09-21 14:04:45","2020-09-21 14:04:45"
"562","532","473","2020-09-21 14:27:02","2020-09-21 14:27:02"
"563","533","473","2020-09-21 14:27:51","2020-09-21 14:27:51"
"564","534","473","2020-09-21 14:34:13","2020-09-21 14:34:13"
"565","535","473","2020-09-21 14:38:45","2020-09-21 14:38:45"
"566","536","473","2020-09-21 14:43:24","2020-09-21 14:43:24"
"567","537","473","2020-09-21 15:05:01","2020-09-21 15:05:01"
"568","538","473","2020-09-21 15:05:13","2020-09-21 15:05:13"
"569","539","473","2020-09-21 15:09:05","2020-09-21 15:09:05"
"570","540","473","2020-09-21 15:18:38","2020-09-21 15:18:38"
"571","541","473","2020-09-21 15:24:37","2020-09-21 15:24:37"
"572","542","473","2020-09-21 15:43:00","2020-09-21 15:43:00"
"573","543","473","2020-09-21 16:30:15","2020-09-21 16:30:15"
"574","544","473","2020-09-21 16:53:02","2020-09-21 16:53:02"
"575","545","473","2020-09-21 17:43:07","2020-09-21 17:43:07"
"576","546","473","2020-09-21 17:51:56","2020-09-21 17:51:56"
"577","547","473","2020-09-21 17:51:56","2020-09-21 17:51:56"
"578","548","473","2020-09-21 18:13:10","2020-09-21 18:13:10"
"579","549","473","2020-09-21 18:14:11","2020-09-21 18:14:11"
"580","550","473","2020-09-21 18:19:05","2020-09-21 18:19:05"
"581","551","473","2020-09-21 19:10:14","2020-09-21 19:10:14"
"582","552","473","2020-09-21 19:18:37","2020-09-21 19:18:37"
"583","553","473","2020-09-21 19:59:10","2020-09-21 19:59:10"
"584","554","473","2020-09-21 20:15:49","2020-09-21 20:15:49"
"585","555","473","2020-09-21 20:46:35","2020-09-21 20:46:35"
"586","556","473","2020-09-21 23:31:33","2020-09-21 23:31:33"
"587","557","473","2020-09-22 00:06:26","2020-09-22 00:06:26"
"588","558","473","2020-09-22 02:06:18","2020-09-22 02:06:18"
"589","559","473","2020-09-22 03:35:24","2020-09-22 03:35:24"
"590","560","473","2020-09-22 07:57:02","2020-09-22 07:57:02"
"591","561","473","2020-09-22 07:57:39","2020-09-22 07:57:39"
"592","562","473","2020-09-22 07:58:20","2020-09-22 07:58:20"
"593","563","473","2020-09-22 07:58:26","2020-09-22 07:58:26"
"594","564","473","2020-09-22 08:31:42","2020-09-22 08:31:42"
"595","565","473","2020-09-22 09:39:29","2020-09-22 09:39:29"
"596","566","473","2020-09-22 09:53:50","2020-09-22 09:53:50"
"597","567","473","2020-09-22 11:36:50","2020-09-22 11:36:50"
"598","568","473","2020-09-22 11:52:34","2020-09-22 11:52:34"
"599","569","473","2020-09-22 11:57:53","2020-09-22 11:57:53"
"600","570","473","2020-09-22 11:59:37","2020-09-22 11:59:37"
"601","571","473","2020-09-22 12:04:25","2020-09-22 12:04:25"
"602","572","473","2020-09-22 12:10:12","2020-09-22 12:10:12"
"603","573","473","2020-09-22 12:15:04","2020-09-22 12:15:04"
"604","574","473","2020-09-22 12:24:04","2020-09-22 12:24:04"
"605","575","473","2020-09-22 12:26:19","2020-09-22 12:26:19"
"606","576","473","2020-09-22 12:27:36","2020-09-22 12:27:36"
"607","577","473","2020-09-22 12:28:09","2020-09-22 12:28:09"
"608","578","473","2020-09-22 12:29:08","2020-09-22 12:29:08"
"609","579","473","2020-09-22 12:29:42","2020-09-22 12:29:42"
"610","580","473","2020-09-22 12:30:28","2020-09-22 12:30:28"
"611","581","473","2020-09-22 12:31:04","2020-09-22 12:31:04"
"612","582","473","2020-09-22 12:31:38","2020-09-22 12:31:38"
"613","583","473","2020-09-22 12:32:30","2020-09-22 12:32:30"
"614","584","473","2020-09-22 12:33:01","2020-09-22 12:33:01"
"615","585","473","2020-09-22 12:33:51","2020-09-22 12:33:51"
"616","586","473","2020-09-22 12:34:35","2020-09-22 12:34:35"
"617","587","473","2020-09-22 12:35:03","2020-09-22 12:35:03"
"618","588","473","2020-09-22 12:35:40","2020-09-22 12:35:40"
"619","589","473","2020-09-22 12:36:59","2020-09-22 12:36:59"
"620","590","473","2020-09-22 12:44:09","2020-09-22 12:44:09"
"621","591","473","2020-09-22 12:44:53","2020-09-22 12:44:53"
"622","592","473","2020-09-22 12:59:58","2020-09-22 12:59:58"
"623","593","473","2020-09-22 13:02:43","2020-09-22 13:02:43"
"624","594","473","2020-09-22 13:31:20","2020-09-22 13:31:20"
"625","595","473","2020-09-22 13:39:22","2020-09-22 13:39:22"
"626","596","473","2020-09-22 13:50:07","2020-09-22 13:50:07"
"627","597","473","2020-09-22 14:09:09","2020-09-22 14:09:09"
"628","598","473","2020-09-22 14:12:59","2020-09-22 14:12:59"
"629","599","473","2020-09-22 14:22:29","2020-09-22 14:22:29"
"630","600","473","2020-09-22 14:39:37","2020-09-22 14:39:37"
"631","601","473","2020-09-22 14:42:18","2020-09-22 14:42:18"
"632","602","473","2020-09-22 14:54:19","2020-09-22 14:54:19"
"633","603","473","2020-09-22 14:55:26","2020-09-22 14:55:26"
"634","604","473","2020-09-22 14:58:51","2020-09-22 14:58:51"
"635","605","473","2020-09-22 15:00:23","2020-09-22 15:00:23"
"636","606","473","2020-09-22 15:12:17","2020-09-22 15:12:17"
"637","607","473","2020-09-22 15:13:49","2020-09-22 15:13:49"
"638","608","473","2020-09-22 15:15:39","2020-09-22 15:15:39"
"639","609","473","2020-09-22 15:55:16","2020-09-22 15:55:16"
"640","610","473","2020-09-22 16:20:54","2020-09-22 16:20:54"
"641","611","473","2020-09-22 16:28:16","2020-09-22 16:28:16"
"642","612","473","2020-09-22 16:48:23","2020-09-22 16:48:23"
"643","613","473","2020-09-22 17:16:15","2020-09-22 17:16:15"
"644","614","473","2020-09-22 18:29:59","2020-09-22 18:29:59"
"645","615","473","2020-09-22 18:35:00","2020-09-22 18:35:00"
"646","616","473","2020-09-22 18:37:48","2020-09-22 18:37:48"
"647","617","473","2020-09-22 18:38:26","2020-09-22 18:38:26"
"648","618","473","2020-09-22 19:10:53","2020-09-22 19:10:53"
"649","619","473","2020-09-22 21:12:14","2020-09-22 21:12:14"
"650","620","473","2020-09-22 21:47:08","2020-09-22 21:47:08"
"651","621","473","2020-09-22 22:18:55","2020-09-22 22:18:55"
"652","622","473","2020-09-22 22:29:40","2020-09-22 22:29:40"
"653","623","473","2020-09-22 22:41:35","2020-09-22 22:41:35"
"654","624","473","2020-09-22 23:35:51","2020-09-22 23:35:51"
"655","625","473","2020-09-22 23:40:22","2020-09-22 23:40:22"
"656","626","473","2020-09-22 23:43:17","2020-09-22 23:43:17"
"657","627","473","2020-09-22 23:44:33","2020-09-22 23:44:33"
"658","628","473","2020-09-23 00:24:28","2020-09-23 00:24:28"
"659","629","473","2020-09-23 00:54:37","2020-09-23 00:54:37"
"660","630","473","2020-09-23 08:08:58","2020-09-23 08:08:58"
"661","631","473","2020-09-23 08:10:29","2020-09-23 08:10:29"
"662","632","473","2020-09-23 08:11:06","2020-09-23 08:11:06"
"663","633","473","2020-09-23 08:13:09","2020-09-23 08:13:09"
"664","634","473","2020-09-23 08:13:46","2020-09-23 08:13:46"
"665","635","473","2020-09-23 08:16:48","2020-09-23 08:16:48"
"666","636","473","2020-09-23 08:17:57","2020-09-23 08:17:57"
"667","637","473","2020-09-23 08:19:13","2020-09-23 08:19:13"
"668","638","473","2020-09-23 08:19:56","2020-09-23 08:19:56"
"669","639","473","2020-09-23 08:20:49","2020-09-23 08:20:49"
"670","640","473","2020-09-23 08:21:43","2020-09-23 08:21:43"
"671","641","473","2020-09-23 08:22:38","2020-09-23 08:22:38"
"672","642","473","2020-09-23 08:25:09","2020-09-23 08:25:09"
"673","643","473","2020-09-23 08:25:45","2020-09-23 08:25:45"
"674","644","473","2020-09-23 08:35:37","2020-09-23 08:35:37"
"675","645","473","2020-09-23 09:51:32","2020-09-23 09:51:32"
"676","646","473","2020-09-23 09:52:13","2020-09-23 09:52:13"
"677","647","473","2020-09-23 09:56:42","2020-09-23 09:56:42"
"678","648","473","2020-09-23 10:32:45","2020-09-23 10:32:45"
"679","649","473","2020-09-23 12:03:39","2020-09-23 12:03:39"
"680","650","473","2020-09-23 12:08:51","2020-09-23 12:08:51"
"681","651","473","2020-09-23 12:09:06","2020-09-23 12:09:06"
"682","652","473","2020-09-23 12:27:54","2020-09-23 12:27:54"
"683","653","473","2020-09-23 12:28:46","2020-09-23 12:28:46"
"684","654","473","2020-09-23 12:28:53","2020-09-23 12:28:53"
"685","655","473","2020-09-23 12:30:35","2020-09-23 12:30:35"
"686","656","473","2020-09-23 12:31:05","2020-09-23 12:31:05"
"687","657","473","2020-09-23 12:31:33","2020-09-23 12:31:33"
"688","658","473","2020-09-23 12:31:59","2020-09-23 12:31:59"
"689","659","473","2020-09-23 12:41:08","2020-09-23 12:41:08"
"690","660","473","2020-09-23 12:52:30","2020-09-23 12:52:30"
"691","661","473","2020-09-23 13:15:39","2020-09-23 13:15:39"
"692","662","473","2020-09-23 13:20:31","2020-09-23 13:20:31"
"693","663","473","2020-09-23 13:31:09","2020-09-23 13:31:09"
"694","664","473","2020-09-23 13:41:09","2020-09-23 13:41:09"
"695","665","473","2020-09-23 13:42:37","2020-09-23 13:42:37"
"696","666","473","2020-09-23 14:12:06","2020-09-23 14:12:06"
"697","667","473","2020-09-23 14:34:50","2020-09-23 14:34:50"
"698","668","473","2020-09-23 15:50:42","2020-09-23 15:50:42"
"699","669","473","2020-09-23 15:54:13","2020-09-23 15:54:13"
"700","670","473","2020-09-23 18:42:16","2020-09-23 18:42:16"
"701","671","473","2020-09-23 18:43:37","2020-09-23 18:43:37"
"702","672","473","2020-09-23 20:25:06","2020-09-23 20:25:06"
"703","673","473","2020-09-23 20:47:13","2020-09-23 20:47:13"
"704","674","473","2020-09-23 21:45:13","2020-09-23 21:45:13"
"705","675","473","2020-09-23 21:52:02","2020-09-23 21:52:02"
"706","676","473","2020-09-23 22:00:48","2020-09-23 22:00:48"
"707","677","473","2020-09-23 22:35:15","2020-09-23 22:35:15"
"708","678","473","2020-09-23 22:49:00","2020-09-23 22:49:00"
"709","679","473","2020-09-23 23:18:28","2020-09-23 23:18:28"
"710","680","473","2020-09-24 00:45:07","2020-09-24 00:45:07"
"711","681","473","2020-09-24 07:06:29","2020-09-24 07:06:29"
"712","682","473","2020-09-24 10:20:16","2020-09-24 10:20:16"
"713","683","473","2020-09-24 11:06:00","2020-09-24 11:06:00"
"714","684","473","2020-09-24 11:07:15","2020-09-24 11:07:15"
"715","685","473","2020-09-24 11:24:48","2020-09-24 11:24:48"
"716","686","473","2020-09-24 11:39:35","2020-09-24 11:39:35"
"717","687","473","2020-09-24 11:40:35","2020-09-24 11:40:35"
"718","688","473","2020-09-24 11:51:34","2020-09-24 11:51:34"
"719","689","473","2020-09-24 12:04:53","2020-09-24 12:04:53"
"720","690","473","2020-09-24 12:18:24","2020-09-24 12:18:24"
"721","691","473","2020-09-24 12:45:19","2020-09-24 12:45:19"
"722","692","473","2020-09-24 12:57:44","2020-09-24 12:57:44"
"723","693","473","2020-09-24 12:58:02","2020-09-24 12:58:02"
"724","694","473","2020-09-24 12:58:26","2020-09-24 12:58:26"
"725","695","473","2020-09-24 12:58:46","2020-09-24 12:58:46"
"726","696","473","2020-09-24 12:59:05","2020-09-24 12:59:05"
"727","697","473","2020-09-24 13:03:15","2020-09-24 13:03:15"
"728","698","473","2020-09-24 13:05:04","2020-09-24 13:05:04"
"729","699","473","2020-09-24 13:05:27","2020-09-24 13:05:27"
"730","700","473","2020-09-24 13:05:46","2020-09-24 13:05:46"
"731","701","473","2020-09-24 14:54:35","2020-09-24 14:54:35"
"732","702","473","2020-09-24 15:50:39","2020-09-24 15:50:39"
"733","703","473","2020-09-24 16:56:41","2020-09-24 16:56:41"
"734","704","473","2020-09-24 19:27:58","2020-09-24 19:27:58"
"735","705","473","2020-09-24 21:13:12","2020-09-24 21:13:12"
"736","706","473","2020-09-24 22:58:01","2020-09-24 22:58:01"
"737","707","473","2020-09-24 23:36:35","2020-09-24 23:36:35"
"738","708","473","2020-09-25 00:49:12","2020-09-25 00:49:12"
"739","709","473","2020-09-25 00:53:40","2020-09-25 00:53:40"
"740","710","473","2020-09-25 00:54:35","2020-09-25 00:54:35"
"741","711","473","2020-09-25 08:43:21","2020-09-25 08:43:21"
"742","712","473","2020-09-25 09:05:37","2020-09-25 09:05:37"
"743","713","473","2020-09-25 09:05:58","2020-09-25 09:05:58"
"744","714","473","2020-09-25 10:34:42","2020-09-25 10:34:42"
"745","715","473","2020-09-25 10:39:13","2020-09-25 10:39:13"
"746","716","473","2020-09-25 10:46:00","2020-09-25 10:46:00"
"747","717","473","2020-09-25 10:47:44","2020-09-25 10:47:44"
"748","718","473","2020-09-25 10:59:00","2020-09-25 10:59:00"
"749","719","473","2020-09-25 11:05:35","2020-09-25 11:05:35"
"750","720","473","2020-09-25 11:06:08","2020-09-25 11:06:08"
"751","721","473","2020-09-25 11:06:25","2020-09-25 11:06:25"
"752","722","473","2020-09-25 11:18:26","2020-09-25 11:18:26"
"753","723","473","2020-09-25 11:18:35","2020-09-25 11:18:35"
"754","724","473","2020-09-25 11:24:28","2020-09-25 11:24:28"
"755","725","473","2020-09-25 11:26:06","2020-09-25 11:26:06"
"756","726","473","2020-09-25 11:51:49","2020-09-25 11:51:49"
"757","727","473","2020-09-25 11:52:10","2020-09-25 11:52:10"
"758","728","473","2020-09-25 11:52:39","2020-09-25 11:52:39"
"759","729","473","2020-09-25 11:53:07","2020-09-25 11:53:07"
"760","730","473","2020-09-25 12:03:19","2020-09-25 12:03:19"
"761","731","473","2020-09-25 12:14:59","2020-09-25 12:14:59"
"762","732","473","2020-09-25 12:20:27","2020-09-25 12:20:27"
"763","733","473","2020-09-25 12:30:42","2020-09-25 12:30:42"
"764","734","473","2020-09-25 12:31:07","2020-09-25 12:31:07"
"765","735","473","2020-09-25 12:52:53","2020-09-25 12:52:53"
"766","736","473","2020-09-25 15:18:48","2020-09-25 15:18:48"
"767","737","473","2020-09-25 15:19:15","2020-09-25 15:19:15"
"768","738","473","2020-09-25 15:21:15","2020-09-25 15:21:15"
"769","739","473","2020-09-25 15:21:46","2020-09-25 15:21:46"
"770","740","473","2020-09-25 15:22:10","2020-09-25 15:22:10"
"771","741","473","2020-09-25 15:22:34","2020-09-25 15:22:34"
"772","742","473","2020-09-25 15:23:01","2020-09-25 15:23:01"
"773","743","473","2020-09-25 15:23:24","2020-09-25 15:23:24"
"774","744","473","2020-09-25 15:23:47","2020-09-25 15:23:47"
"775","745","473","2020-09-25 15:24:12","2020-09-25 15:24:12"
"776","746","473","2020-09-25 15:24:32","2020-09-25 15:24:32"
"777","747","473","2020-09-25 15:24:54","2020-09-25 15:24:54"
"778","748","473","2020-09-25 15:25:14","2020-09-25 15:25:14"
"779","749","473","2020-09-25 15:25:36","2020-09-25 15:25:36"
"780","750","473","2020-09-25 15:49:19","2020-09-25 15:49:19"
"781","751","473","2020-09-25 19:06:40","2020-09-25 19:06:40"
"782","752","473","2020-09-25 19:44:41","2020-09-25 19:44:41"
"783","753","473","2020-09-25 22:02:48","2020-09-25 22:02:48"
"784","754","473","2020-09-25 22:04:24","2020-09-25 22:04:24"
"785","755","473","2020-09-25 23:48:05","2020-09-25 23:48:05"
"786","756","473","2020-09-26 10:07:47","2020-09-26 10:07:47"
"787","757","473","2020-09-26 12:54:06","2020-09-26 12:54:06"
"788","758","473","2020-09-26 13:45:15","2020-09-26 13:45:15"
"789","759","473","2020-09-26 15:58:59","2020-09-26 15:58:59"
"790","760","473","2020-09-26 20:23:41","2020-09-26 20:23:41"
"791","761","473","2020-09-27 11:23:01","2020-09-27 11:23:01"
"792","762","473","2020-09-27 12:45:10","2020-09-27 12:45:10"
"793","763","473","2020-09-27 12:58:15","2020-09-27 12:58:15"
"794","764","473","2020-09-27 13:46:11","2020-09-27 13:46:11"
"795","765","473","2020-09-27 13:46:25","2020-09-27 13:46:25"
"796","766","473","2020-09-27 13:48:36","2020-09-27 13:48:36"
"797","767","473","2020-09-27 13:52:21","2020-09-27 13:52:21"
"798","768","473","2020-09-27 13:52:58","2020-09-27 13:52:58"
"799","769","473","2020-09-27 13:56:55","2020-09-27 13:56:55"
"800","770","473","2020-09-27 15:23:24","2020-09-27 15:23:24"
"801","771","473","2020-09-27 15:39:43","2020-09-27 15:39:43"
"802","772","473","2020-09-27 16:28:20","2020-09-27 16:28:20"
"803","773","473","2020-09-27 16:35:24","2020-09-27 16:35:24"
"804","774","473","2020-09-27 16:44:40","2020-09-27 16:44:40"
"805","775","473","2020-09-27 16:45:49","2020-09-27 16:45:49"
"806","776","473","2020-09-27 17:07:54","2020-09-27 17:07:54"
"807","777","473","2020-09-27 18:00:52","2020-09-27 18:00:52"
"808","778","473","2020-09-27 19:11:14","2020-09-27 19:11:14"
"809","779","473","2020-09-27 19:17:31","2020-09-27 19:17:31"
"810","780","473","2020-09-27 19:25:18","2020-09-27 19:25:18"
"811","781","473","2020-09-27 19:28:14","2020-09-27 19:28:14"
"812","782","473","2020-09-27 19:36:23","2020-09-27 19:36:23"
"813","783","473","2020-09-27 20:13:55","2020-09-27 20:13:55"
"814","784","473","2020-09-27 20:16:08","2020-09-27 20:16:08"
"815","785","473","2020-09-27 20:34:49","2020-09-27 20:34:49"
"816","786","473","2020-09-27 20:47:39","2020-09-27 20:47:39"
"817","787","473","2020-09-27 21:12:48","2020-09-27 21:12:48"
"818","788","473","2020-09-27 22:20:53","2020-09-27 22:20:53"
"819","789","473","2020-09-27 22:49:20","2020-09-27 22:49:20"
"820","790","473","2020-09-27 22:49:43","2020-09-27 22:49:43"
"821","791","473","2020-09-27 23:06:38","2020-09-27 23:06:38"
"822","792","473","2020-09-27 23:25:05","2020-09-27 23:25:05"
