"pc_id","pid","cid","created_at"
"6947","3474","18","2020-08-30 22:44:01"
"6948","3474","16","2020-08-30 22:44:01"
"6949","3475","18","2020-08-30 22:44:01"
"6950","3475","16","2020-08-30 22:44:01"
"6951","3476","18","2020-08-30 22:44:01"
"6952","3476","16","2020-08-30 22:44:01"
"6953","3477","18","2020-08-30 22:44:01"
"6954","3477","16","2020-08-30 22:44:01"
"6955","3478","18","2020-08-30 22:44:01"
"6956","3478","16","2020-08-30 22:44:01"
"6957","3479","18","2020-08-30 22:44:01"
"6958","3479","16","2020-08-30 22:44:01"
"6959","3480","18","2020-08-30 22:44:01"
"6960","3480","16","2020-08-30 22:44:01"
"6961","3481","18","2020-08-30 22:44:01"
"6962","3481","16","2020-08-30 22:44:01"
"6963","3482","18","2020-08-30 22:44:01"
"6964","3482","16","2020-08-30 22:44:01"
"6967","3484","22","2020-08-30 22:44:01"
"6968","3484","16","2020-08-30 22:44:01"
"6969","3485","22","2020-08-30 22:44:01"
"6970","3485","16","2020-08-30 22:44:01"
"6971","3486","19","2020-08-30 22:44:01"
"6972","3486","16","2020-08-30 22:44:01"
"6973","3487","22","2020-08-30 22:44:01"
"6974","3487","16","2020-08-30 22:44:01"
"6975","3488","22","2020-08-30 22:44:01"
"6976","3488","16","2020-08-30 22:44:01"
"6977","3489","22","2020-08-30 22:44:01"
"6978","3489","16","2020-08-30 22:44:01"
"6979","3490","22","2020-08-30 22:44:01"
"6980","3490","16","2020-08-30 22:44:01"
"6981","3491","21","2020-08-30 22:44:01"
"6982","3491","16","2020-08-30 22:44:01"
"6983","3492","21","2020-08-30 22:44:01"
"6984","3492","16","2020-08-30 22:44:01"
"6985","3493","21","2020-08-30 22:44:01"
"6986","3493","16","2020-08-30 22:44:01"
"6987","3494","21","2020-08-30 22:44:01"
"6988","3494","16","2020-08-30 22:44:01"
"6991","3496","20","2020-08-30 22:44:01"
"6992","3496","16","2020-08-30 22:44:01"
"6993","3497","20","2020-08-30 22:44:01"
"6994","3497","16","2020-08-30 22:44:01"
"6995","3498","20","2020-08-30 22:44:01"
"6996","3498","16","2020-08-30 22:44:01"
"6997","3499","20","2020-08-30 22:44:01"
"6998","3499","16","2020-08-30 22:44:01"
"6999","3500","20","2020-08-30 22:44:01"
"7000","3500","16","2020-08-30 22:44:01"
"7001","3501","20","2020-08-30 22:44:01"
"7002","3501","16","2020-08-30 22:44:01"
"7003","3502","20","2020-08-30 22:44:01"
"7004","3502","16","2020-08-30 22:44:01"
"7005","3503","20","2020-08-30 22:44:01"
"7006","3503","16","2020-08-30 22:44:01"
"7007","3504","20","2020-08-30 22:44:01"
"7008","3504","16","2020-08-30 22:44:01"
"7009","3505","20","2020-08-30 22:44:01"
"7010","3505","16","2020-08-30 22:44:01"
"7011","3506","20","2020-08-30 22:44:01"
"7012","3506","16","2020-08-30 22:44:01"
"7013","3507","20","2020-08-30 22:44:01"
"7014","3507","16","2020-08-30 22:44:01"
"7015","3508","20","2020-08-30 22:44:01"
"7016","3508","16","2020-08-30 22:44:01"
"7017","3509","20","2020-08-30 22:44:01"
"7018","3509","16","2020-08-30 22:44:01"
"7019","3510","20","2020-08-30 22:44:01"
"7020","3510","16","2020-08-30 22:44:01"
"7021","3511","20","2020-08-30 22:44:01"
"7022","3511","16","2020-08-30 22:44:01"
"7023","3512","20","2020-08-30 22:44:01"
"7024","3512","16","2020-08-30 22:44:01"
"7025","3513","20","2020-08-30 22:44:01"
"7026","3513","16","2020-08-30 22:44:01"
"7029","3515","20","2020-08-30 22:44:01"
"7030","3515","16","2020-08-30 22:44:01"
"7031","3516","20","2020-08-30 22:44:01"
"7032","3516","16","2020-08-30 22:44:01"
"7033","3517","20","2020-08-30 22:44:01"
"7034","3517","16","2020-08-30 22:44:01"
"7035","3518","20","2020-08-30 22:44:01"
"7036","3518","16","2020-08-30 22:44:01"
"7037","3519","20","2020-08-30 22:44:01"
"7038","3519","16","2020-08-30 22:44:01"
"7039","3520","20","2020-08-30 22:44:01"
"7040","3520","16","2020-08-30 22:44:01"
"7041","3521","20","2020-08-30 22:44:01"
"7042","3521","16","2020-08-30 22:44:01"
"7043","3522","17","2020-08-30 22:44:01"
"7044","3522","16","2020-08-30 22:44:01"
"7045","3523","17","2020-08-30 22:44:01"
"7046","3523","16","2020-08-30 22:44:01"
"7047","3524","17","2020-08-30 22:44:01"
"7048","3524","16","2020-08-30 22:44:01"
"7049","3525","17","2020-08-30 22:44:01"
"7050","3525","16","2020-08-30 22:44:01"
"7051","3526","17","2020-08-30 22:44:01"
"7052","3526","16","2020-08-30 22:44:01"
"7053","3527","17","2020-08-30 22:44:01"
"7054","3527","16","2020-08-30 22:44:01"
"7055","3528","17","2020-08-30 22:44:01"
"7056","3528","16","2020-08-30 22:44:01"
"7057","3529","17","2020-08-30 22:44:01"
"7058","3529","16","2020-08-30 22:44:01"
"7061","3531","17","2020-08-30 22:44:01"
"7062","3531","16","2020-08-30 22:44:01"
"7063","3532","17","2020-08-30 22:44:01"
"7064","3532","16","2020-08-30 22:44:01"
"7065","3533","17","2020-08-30 22:44:01"
"7066","3533","16","2020-08-30 22:44:01"
"7067","3534","17","2020-08-30 22:44:01"
"7068","3534","16","2020-08-30 22:44:01"
"7069","3535","17","2020-08-30 22:44:02"
"7070","3535","16","2020-08-30 22:44:02"
"7071","3536","17","2020-08-30 22:44:02"
"7072","3536","16","2020-08-30 22:44:02"
"7073","3537","17","2020-08-30 22:44:02"
"7074","3537","16","2020-08-30 22:44:02"
"7075","3538","17","2020-08-30 22:44:02"
"7076","3538","16","2020-08-30 22:44:02"
"7077","3539","17","2020-08-30 22:44:02"
"7078","3539","16","2020-08-30 22:44:02"
"7079","3540","17","2020-08-30 22:44:02"
"7080","3540","16","2020-08-30 22:44:02"
"7081","3541","17","2020-08-30 22:44:02"
"7082","3541","16","2020-08-30 22:44:02"
"7083","3542","17","2020-08-30 22:44:02"
"7084","3542","16","2020-08-30 22:44:02"
"7085","3543","17","2020-08-30 22:44:02"
"7086","3543","16","2020-08-30 22:44:02"
"7087","3544","17","2020-08-30 22:44:02"
"7088","3544","16","2020-08-30 22:44:02"
"7089","3545","17","2020-08-30 22:44:02"
"7090","3545","16","2020-08-30 22:44:02"
"7091","3546","17","2020-08-30 22:44:02"
"7092","3546","16","2020-08-30 22:44:02"
"7093","3547","17","2020-08-30 22:44:02"
"7094","3547","16","2020-08-30 22:44:02"
"7095","3548","18","2020-08-30 22:44:02"
"7096","3548","16","2020-08-30 22:44:02"
"7097","3549","17","2020-08-30 22:44:02"
"7098","3549","16","2020-08-30 22:44:02"
"7099","3550","17","2020-08-30 22:44:02"
"7100","3550","16","2020-08-30 22:44:02"
"7101","3551","17","2020-08-30 22:44:02"
"7102","3551","16","2020-08-30 22:44:02"
"7103","3552","17","2020-08-30 22:44:02"
"7104","3552","16","2020-08-30 22:44:02"
"7105","3553","17","2020-08-30 22:44:02"
"7106","3553","16","2020-08-30 22:44:02"
"7107","3554","17","2020-08-30 22:44:02"
"7108","3554","16","2020-08-30 22:44:02"
"7109","3555","17","2020-08-30 22:44:02"
"7110","3555","16","2020-08-30 22:44:02"
"7111","3556","17","2020-08-30 22:44:02"
"7112","3556","16","2020-08-30 22:44:02"
"7113","3557","17","2020-08-30 22:44:02"
"7114","3557","16","2020-08-30 22:44:02"
"7115","3558","17","2020-08-30 22:44:02"
"7116","3558","16","2020-08-30 22:44:02"
"7117","3559","17","2020-08-30 22:44:02"
"7118","3559","16","2020-08-30 22:44:02"
"7119","3560","17","2020-08-30 22:44:02"
"7120","3560","16","2020-08-30 22:44:02"
"7121","3561","17","2020-08-30 22:44:02"
"7122","3561","16","2020-08-30 22:44:02"
"7123","3562","17","2020-08-30 22:44:02"
"7124","3562","16","2020-08-30 22:44:02"
"7125","3563","17","2020-08-30 22:44:02"
"7126","3563","16","2020-08-30 22:44:02"
"7127","3564","17","2020-08-30 22:44:02"
"7128","3564","16","2020-08-30 22:44:02"
"7129","3565","17","2020-08-30 22:44:02"
"7130","3565","16","2020-08-30 22:44:02"
"7131","3566","17","2020-08-30 22:44:02"
"7132","3566","16","2020-08-30 22:44:02"
"7133","3567","17","2020-08-30 22:44:02"
"7134","3567","16","2020-08-30 22:44:02"
"7135","3568","17","2020-08-30 22:44:02"
"7136","3568","16","2020-08-30 22:44:02"
"7137","3569","17","2020-08-30 22:44:02"
"7138","3569","16","2020-08-30 22:44:02"
"7139","3570","17","2020-08-30 22:44:02"
"7140","3570","16","2020-08-30 22:44:02"
"7141","3571","17","2020-08-30 22:44:02"
"7142","3571","16","2020-08-30 22:44:02"
"7143","3572","17","2020-08-30 22:44:02"
"7144","3572","16","2020-08-30 22:44:02"
"7145","3573","17","2020-08-30 22:44:02"
"7146","3573","16","2020-08-30 22:44:02"
"7147","3574","17","2020-08-30 22:44:02"
"7148","3574","16","2020-08-30 22:44:02"
"7149","3575","17","2020-08-30 22:44:02"
"7150","3575","16","2020-08-30 22:44:02"
"7151","3576","17","2020-08-30 22:44:02"
"7152","3576","16","2020-08-30 22:44:02"
"7153","3577","17","2020-08-30 22:44:02"
"7154","3577","16","2020-08-30 22:44:02"
"7155","3578","17","2020-08-30 22:44:02"
"7156","3578","16","2020-08-30 22:44:02"
"7157","3579","17","2020-08-30 22:44:02"
"7158","3579","16","2020-08-30 22:44:02"
"7159","3580","17","2020-08-30 22:44:02"
"7160","3580","16","2020-08-30 22:44:02"
"7163","3582","17","2020-08-30 22:44:02"
"7164","3582","16","2020-08-30 22:44:02"
"7165","3583","17","2020-08-30 22:44:02"
"7166","3583","16","2020-08-30 22:44:02"
"7167","3584","17","2020-08-30 22:44:02"
"7168","3584","16","2020-08-30 22:44:02"
"7169","3585","17","2020-08-30 22:44:02"
"7170","3585","16","2020-08-30 22:44:02"
"7171","3586","17","2020-08-30 22:44:02"
"7172","3586","16","2020-08-30 22:44:02"
"7173","3587","17","2020-08-30 22:44:02"
"7174","3587","16","2020-08-30 22:44:02"
"7175","3588","17","2020-08-30 22:44:02"
"7176","3588","16","2020-08-30 22:44:02"
"7177","3589","17","2020-08-30 22:44:02"
"7178","3589","16","2020-08-30 22:44:02"
"7179","3590","17","2020-08-30 22:44:02"
"7180","3590","16","2020-08-30 22:44:02"
"7181","3591","17","2020-08-30 22:44:02"
"7182","3591","16","2020-08-30 22:44:02"
"7185","3593","17","2020-08-30 22:44:02"
"7186","3593","16","2020-08-30 22:44:02"
"7187","3594","17","2020-08-30 22:44:02"
"7188","3594","16","2020-08-30 22:44:02"
"7189","3595","17","2020-08-30 22:44:02"
"7190","3595","16","2020-08-30 22:44:02"
"7191","3596","17","2020-08-30 22:44:02"
"7192","3596","16","2020-08-30 22:44:02"
"7193","3597","17","2020-08-30 22:44:02"
"7194","3597","16","2020-08-30 22:44:02"
"7195","3598","17","2020-08-30 22:44:02"
"7196","3598","16","2020-08-30 22:44:02"
"7197","3599","17","2020-08-30 22:44:02"
"7198","3599","16","2020-08-30 22:44:02"
"7199","3600","17","2020-08-30 22:44:02"
"7200","3600","16","2020-08-30 22:44:02"
"7201","3601","17","2020-08-30 22:44:02"
"7202","3601","16","2020-08-30 22:44:02"
"7203","3602","17","2020-08-30 22:44:02"
"7204","3602","16","2020-08-30 22:44:02"
"7205","3603","17","2020-08-30 22:44:02"
"7206","3603","16","2020-08-30 22:44:02"
"7207","3604","17","2020-08-30 22:44:02"
"7208","3604","16","2020-08-30 22:44:02"
"7213","3607","17","2020-08-30 22:44:02"
"7214","3607","16","2020-08-30 22:44:02"
"7215","3608","17","2020-08-30 22:44:02"
"7216","3608","16","2020-08-30 22:44:02"
"7217","3609","17","2020-08-30 22:44:02"
"7218","3609","16","2020-08-30 22:44:02"
"7219","3610","17","2020-08-30 22:44:02"
"7220","3610","16","2020-08-30 22:44:02"
"7221","3611","17","2020-08-30 22:44:02"
"7222","3611","16","2020-08-30 22:44:02"
"7223","3612","17","2020-08-30 22:44:02"
"7224","3612","16","2020-08-30 22:44:02"
"7225","3613","17","2020-08-30 22:44:02"
"7226","3613","16","2020-08-30 22:44:02"
"7227","3614","17","2020-08-30 22:44:02"
"7228","3614","16","2020-08-30 22:44:02"
"7229","3615","17","2020-08-30 22:44:02"
"7230","3615","16","2020-08-30 22:44:02"
"7231","3616","17","2020-08-30 22:44:02"
"7232","3616","16","2020-08-30 22:44:02"
"7233","3617","17","2020-08-30 22:44:02"
"7234","3617","16","2020-08-30 22:44:02"
"7235","3618","17","2020-08-30 22:44:02"
"7236","3618","16","2020-08-30 22:44:02"
"7237","3619","19","2020-08-30 22:44:02"
"7238","3619","16","2020-08-30 22:44:02"
"7239","3620","19","2020-08-30 22:44:02"
"7240","3620","16","2020-08-30 22:44:02"
"7241","3621","19","2020-08-30 22:44:02"
"7242","3621","16","2020-08-30 22:44:02"
"7243","3622","19","2020-08-30 22:44:02"
"7244","3622","16","2020-08-30 22:44:02"
"7245","3623","19","2020-08-30 22:44:02"
"7246","3623","16","2020-08-30 22:44:02"
"7247","3624","19","2020-08-30 22:44:02"
"7248","3624","16","2020-08-30 22:44:02"
"7249","3625","19","2020-08-30 22:44:02"
"7250","3625","16","2020-08-30 22:44:02"
"7251","3626","19","2020-08-30 22:44:02"
"7252","3626","16","2020-08-30 22:44:02"
"7253","3627","19","2020-08-30 22:44:02"
"7254","3627","16","2020-08-30 22:44:02"
"7255","3628","19","2020-08-30 22:44:02"
"7256","3628","16","2020-08-30 22:44:02"
"7257","3629","19","2020-08-30 22:44:02"
"7258","3629","16","2020-08-30 22:44:02"
"7261","3631","19","2020-08-30 22:44:02"
"7262","3631","16","2020-08-30 22:44:02"
"7263","3632","19","2020-08-30 22:44:02"
"7264","3632","16","2020-08-30 22:44:02"
"7267","3634","19","2020-08-30 22:44:02"
"7268","3634","16","2020-08-30 22:44:02"
"7269","3635","19","2020-08-30 22:44:02"
"7270","3635","16","2020-08-30 22:44:02"
"7271","3636","19","2020-08-30 22:44:02"
"7272","3636","16","2020-08-30 22:44:02"
"7273","3637","19","2020-08-30 22:44:02"
"7274","3637","16","2020-08-30 22:44:02"
"7275","3638","19","2020-08-30 22:44:02"
"7276","3638","16","2020-08-30 22:44:02"
"7277","3639","19","2020-08-30 22:44:03"
"7278","3639","16","2020-08-30 22:44:03"
"7281","3641","19","2020-08-30 22:44:03"
"7282","3641","16","2020-08-30 22:44:03"
"7283","3642","19","2020-08-30 22:44:03"
"7284","3642","16","2020-08-30 22:44:03"
"7285","3643","19","2020-08-30 22:44:03"
"7286","3643","16","2020-08-30 22:44:03"
"7289","3645","19","2020-08-30 22:44:03"
"7290","3645","16","2020-08-30 22:44:03"
"7291","3646","19","2020-08-30 22:44:03"
"7292","3646","16","2020-08-30 22:44:03"
"7293","3647","19","2020-08-30 22:44:03"
"7294","3647","16","2020-08-30 22:44:03"
"7295","3648","19","2020-08-30 22:44:03"
"7296","3648","16","2020-08-30 22:44:03"
"7297","3649","19","2020-08-30 22:44:03"
"7298","3649","16","2020-08-30 22:44:03"
"7299","3650","19","2020-08-30 22:44:03"
"7300","3650","16","2020-08-30 22:44:03"
"7303","3652","19","2020-08-30 22:44:03"
"7304","3652","16","2020-08-30 22:44:03"
"7305","3653","19","2020-08-30 22:44:03"
"7306","3653","16","2020-08-30 22:44:03"
"7307","3654","19","2020-08-30 22:44:03"
"7308","3654","16","2020-08-30 22:44:03"
"7309","3655","19","2020-08-30 22:44:03"
"7310","3655","16","2020-08-30 22:44:03"
"7323","3662","19","2020-08-30 22:44:03"
"7324","3662","16","2020-08-30 22:44:03"
"7325","3663","19","2020-08-30 22:44:03"
"7326","3663","16","2020-08-30 22:44:03"
"7327","3664","19","2020-08-30 22:44:03"
"7328","3664","16","2020-08-30 22:44:03"
"7331","3666","19","2020-08-30 22:44:03"
"7332","3666","16","2020-08-30 22:44:03"
"7335","3668","19","2020-08-30 22:44:03"
"7336","3668","16","2020-08-30 22:44:03"
"7337","3669","19","2020-08-30 22:44:03"
"7338","3669","16","2020-08-30 22:44:03"
"7339","3670","19","2020-08-30 22:44:03"
"7340","3670","16","2020-08-30 22:44:03"
"7341","3671","19","2020-08-30 22:44:03"
"7342","3671","16","2020-08-30 22:44:03"
"7343","3672","19","2020-08-30 22:44:03"
"7344","3672","16","2020-08-30 22:44:03"
"7345","3673","19","2020-08-30 22:44:03"
"7346","3673","16","2020-08-30 22:44:03"
"7347","3674","19","2020-08-30 22:44:03"
"7348","3674","16","2020-08-30 22:44:03"
"7349","3675","19","2020-08-30 22:44:03"
"7350","3675","16","2020-08-30 22:44:03"
"7351","3676","19","2020-08-30 22:44:03"
"7352","3676","16","2020-08-30 22:44:03"
"7353","3677","19","2020-08-30 22:44:03"
"7354","3677","16","2020-08-30 22:44:03"
"7355","3678","19","2020-08-30 22:44:03"
"7356","3678","16","2020-08-30 22:44:03"
"7357","3679","19","2020-08-30 22:44:03"
"7358","3679","16","2020-08-30 22:44:03"
"7359","3680","19","2020-08-30 22:44:03"
"7360","3680","16","2020-08-30 22:44:03"
"7361","3681","19","2020-08-30 22:44:03"
"7362","3681","16","2020-08-30 22:44:03"
"7363","3682","19","2020-08-30 22:44:03"
"7364","3682","16","2020-08-30 22:44:03"
"7365","3683","19","2020-08-30 22:44:03"
"7366","3683","16","2020-08-30 22:44:03"
"7367","3684","19","2020-08-30 22:44:03"
"7368","3684","16","2020-08-30 22:44:03"
"7369","3685","19","2020-08-30 22:44:03"
"7370","3685","16","2020-08-30 22:44:03"
"7371","3686","19","2020-08-30 22:44:03"
"7372","3686","16","2020-08-30 22:44:03"
"7373","3687","19","2020-08-30 22:44:03"
"7374","3687","16","2020-08-30 22:44:03"
"7375","3688","19","2020-08-30 22:44:03"
"7376","3688","16","2020-08-30 22:44:03"
"7377","3689","19","2020-08-30 22:44:03"
"7378","3689","16","2020-08-30 22:44:03"
"7379","3690","19","2020-08-30 22:44:03"
"7380","3690","16","2020-08-30 22:44:03"
"7381","3691","19","2020-08-30 22:44:03"
"7382","3691","16","2020-08-30 22:44:03"
"7385","3693","19","2020-08-30 22:44:03"
"7386","3693","16","2020-08-30 22:44:03"
"7391","3696","19","2020-08-30 22:44:03"
"7392","3696","16","2020-08-30 22:44:03"
"7393","3697","19","2020-08-30 22:44:03"
"7394","3697","16","2020-08-30 22:44:03"
"7395","3698","19","2020-08-30 22:44:03"
"7396","3698","16","2020-08-30 22:44:03"
"7397","3699","19","2020-08-30 22:44:03"
"7398","3699","16","2020-08-30 22:44:03"
"7399","3700","19","2020-08-30 22:44:03"
"7400","3700","16","2020-08-30 22:44:03"
"7401","3701","19","2020-08-30 22:44:03"
"7402","3701","16","2020-08-30 22:44:03"
"7403","3702","19","2020-08-30 22:44:03"
"7404","3702","16","2020-08-30 22:44:03"
"7405","3703","19","2020-08-30 22:44:03"
"7406","3703","16","2020-08-30 22:44:03"
"7407","3704","19","2020-08-30 22:44:03"
"7408","3704","16","2020-08-30 22:44:03"
"7409","3705","19","2020-08-30 22:44:03"
"7410","3705","16","2020-08-30 22:44:03"
"7411","3706","19","2020-08-30 22:44:03"
"7412","3706","16","2020-08-30 22:44:03"
"7413","3707","19","2020-08-30 22:44:03"
"7414","3707","16","2020-08-30 22:44:03"
"7415","3708","19","2020-08-30 22:44:03"
"7416","3708","16","2020-08-30 22:44:03"
"7417","3709","19","2020-08-30 22:44:03"
"7418","3709","16","2020-08-30 22:44:03"
"7421","3711","19","2020-08-30 22:44:03"
"7422","3711","16","2020-08-30 22:44:03"
"7423","3712","19","2020-08-30 22:44:03"
"7424","3712","16","2020-08-30 22:44:03"
"7425","3713","19","2020-08-30 22:44:03"
"7426","3713","16","2020-08-30 22:44:03"
"7427","3714","19","2020-08-30 22:44:03"
"7428","3714","16","2020-08-30 22:44:03"
"7429","3715","19","2020-08-30 22:44:03"
"7430","3715","16","2020-08-30 22:44:03"
"7457","3729","19","2020-08-30 22:44:03"
"7458","3729","16","2020-08-30 22:44:03"
"7459","3730","19","2020-08-30 22:44:03"
"7460","3730","16","2020-08-30 22:44:03"
"7461","3731","19","2020-08-30 22:44:03"
"7462","3731","16","2020-08-30 22:44:03"
"7463","3732","19","2020-08-30 22:44:03"
"7464","3732","16","2020-08-30 22:44:03"
"7465","3733","19","2020-08-30 22:44:03"
"7466","3733","16","2020-08-30 22:44:03"
"7467","3734","18","2020-08-30 22:44:03"
"7468","3734","16","2020-08-30 22:44:03"
"7469","3735","18","2020-08-30 22:44:03"
"7470","3735","16","2020-08-30 22:44:03"
"7471","3736","18","2020-08-30 22:44:03"
"7472","3736","16","2020-08-30 22:44:03"
"7473","3737","18","2020-08-30 22:44:03"
"7474","3737","16","2020-08-30 22:44:03"
"7475","3738","18","2020-08-30 22:44:03"
"7476","3738","16","2020-08-30 22:44:03"
"7477","3739","18","2020-08-30 22:44:03"
"7478","3739","16","2020-08-30 22:44:03"
"7479","3740","18","2020-08-30 22:44:03"
"7480","3740","16","2020-08-30 22:44:03"
"7481","3741","18","2020-08-30 22:44:03"
"7482","3741","16","2020-08-30 22:44:03"
"7483","3742","18","2020-08-30 22:44:04"
"7484","3742","16","2020-08-30 22:44:04"
"7485","3743","18","2020-08-30 22:44:04"
"7486","3743","16","2020-08-30 22:44:04"
"7487","3744","18","2020-08-30 22:44:04"
"7488","3744","16","2020-08-30 22:44:04"
"7489","3745","18","2020-08-30 22:44:04"
"7490","3745","16","2020-08-30 22:44:04"
"7491","3746","18","2020-08-30 22:44:04"
"7492","3746","16","2020-08-30 22:44:04"
"7493","3747","18","2020-08-30 22:44:04"
"7494","3747","16","2020-08-30 22:44:04"
"7495","3748","18","2020-08-30 22:44:04"
"7496","3748","16","2020-08-30 22:44:04"
"7497","3749","18","2020-08-30 22:44:04"
"7498","3749","16","2020-08-30 22:44:04"
"7499","3750","18","2020-08-30 22:44:04"
"7500","3750","16","2020-08-30 22:44:04"
"7501","3751","18","2020-08-30 22:44:04"
"7502","3751","16","2020-08-30 22:44:04"
"7503","3752","18","2020-08-30 22:44:04"
"7504","3752","16","2020-08-30 22:44:04"
"7505","3753","18","2020-08-30 22:44:04"
"7506","3753","16","2020-08-30 22:44:04"
"7507","3754","18","2020-08-30 22:44:04"
"7508","3754","16","2020-08-30 22:44:04"
"7509","3755","18","2020-08-30 22:44:04"
"7510","3755","16","2020-08-30 22:44:04"
"7511","3756","18","2020-08-30 22:44:04"
"7512","3756","16","2020-08-30 22:44:04"
"7513","3757","18","2020-08-30 22:44:04"
"7514","3757","16","2020-08-30 22:44:04"
"7515","3758","18","2020-08-30 22:44:04"
"7516","3758","16","2020-08-30 22:44:04"
"7517","3759","18","2020-08-30 22:44:04"
"7518","3759","16","2020-08-30 22:44:04"
"7519","3760","18","2020-08-30 22:44:04"
"7520","3760","16","2020-08-30 22:44:04"
"7521","3761","18","2020-08-30 22:44:04"
"7522","3761","16","2020-08-30 22:44:04"
"7523","3762","18","2020-08-30 22:44:04"
"7524","3762","16","2020-08-30 22:44:04"
"7525","3763","18","2020-08-30 22:44:04"
"7526","3763","16","2020-08-30 22:44:04"
"7527","3764","18","2020-08-30 22:44:04"
"7528","3764","16","2020-08-30 22:44:04"
"7529","3765","18","2020-08-30 22:44:04"
"7530","3765","16","2020-08-30 22:44:04"
"7531","3766","18","2020-08-30 22:44:04"
"7532","3766","16","2020-08-30 22:44:04"
"7533","3767","18","2020-08-30 22:44:04"
"7534","3767","16","2020-08-30 22:44:04"
"7535","3768","18","2020-08-30 22:44:04"
"7536","3768","16","2020-08-30 22:44:04"
"7537","3769","18","2020-08-30 22:44:04"
"7538","3769","16","2020-08-30 22:44:04"
"7539","3770","18","2020-08-30 22:44:04"
"7540","3770","16","2020-08-30 22:44:04"
"7543","3772","22","2020-08-30 22:44:04"
"7544","3772","16","2020-08-30 22:44:04"
"7545","3773","22","2020-08-30 22:44:04"
"7546","3773","16","2020-08-30 22:44:04"
"7547","3774","22","2020-08-30 22:44:04"
"7548","3774","16","2020-08-30 22:44:04"
"7549","3775","22","2020-08-30 22:44:04"
"7550","3775","16","2020-08-30 22:44:04"
"7551","3776","22","2020-08-30 22:44:04"
"7552","3776","16","2020-08-30 22:44:04"
"7553","3777","22","2020-08-30 22:44:04"
"7554","3777","16","2020-08-30 22:44:04"
"7555","3778","22","2020-08-30 22:44:04"
"7556","3778","16","2020-08-30 22:44:04"
"7557","3779","22","2020-08-30 22:44:04"
"7558","3779","16","2020-08-30 22:44:04"
"7561","3781","22","2020-08-30 22:44:04"
"7562","3781","16","2020-08-30 22:44:04"
"7563","3782","22","2020-08-30 22:44:04"
"7564","3782","16","2020-08-30 22:44:04"
"7565","3783","22","2020-08-30 22:44:04"
"7566","3783","16","2020-08-30 22:44:04"
"7567","3784","22","2020-08-30 22:44:04"
"7568","3784","16","2020-08-30 22:44:04"
"7569","3785","22","2020-08-30 22:44:04"
"7570","3785","16","2020-08-30 22:44:04"
"7571","3786","22","2020-08-30 22:44:04"
"7572","3786","16","2020-08-30 22:44:04"
"7573","3787","22","2020-08-30 22:44:04"
"7574","3787","16","2020-08-30 22:44:04"
"7575","3788","22","2020-08-30 22:44:04"
"7576","3788","16","2020-08-30 22:44:04"
"7577","3789","22","2020-08-30 22:44:04"
"7578","3789","16","2020-08-30 22:44:04"
"7581","3791","22","2020-08-30 22:44:04"
"7582","3791","16","2020-08-30 22:44:04"
"7583","3792","22","2020-08-30 22:44:04"
"7584","3792","16","2020-08-30 22:44:04"
"7585","3793","22","2020-08-30 22:44:04"
"7586","3793","16","2020-08-30 22:44:04"
"7587","3794","22","2020-08-30 22:44:04"
"7588","3794","16","2020-08-30 22:44:04"
"7589","3795","21","2020-08-30 22:44:04"
"7590","3795","16","2020-08-30 22:44:04"
"7591","3796","21","2020-08-30 22:44:04"
"7592","3796","16","2020-08-30 22:44:04"
"7593","3797","21","2020-08-30 22:44:04"
"7594","3797","16","2020-08-30 22:44:04"
"7595","3798","19","2020-08-30 22:44:04"
"7596","3798","16","2020-08-30 22:44:04"
"7597","3799","21","2020-08-30 22:44:04"
"7598","3799","16","2020-08-30 22:44:04"
"7599","3800","21","2020-08-30 22:44:04"
"7600","3800","16","2020-08-30 22:44:04"
"7601","3801","21","2020-08-30 22:44:04"
"7602","3801","16","2020-08-30 22:44:04"
"7605","3803","20","2020-08-30 22:44:04"
"7606","3803","16","2020-08-30 22:44:04"
"7607","3804","20","2020-08-30 22:44:04"
"7608","3804","16","2020-08-30 22:44:04"
"7609","3805","20","2020-08-30 22:44:04"
"7610","3805","16","2020-08-30 22:44:04"
"7611","3806","20","2020-08-30 22:44:04"
"7612","3806","16","2020-08-30 22:44:04"
"7613","3807","20","2020-08-30 22:44:04"
"7614","3807","16","2020-08-30 22:44:04"
"7615","3808","20","2020-08-30 22:44:04"
"7616","3808","16","2020-08-30 22:44:04"
"7617","3809","20","2020-08-30 22:44:04"
"7618","3809","16","2020-08-30 22:44:04"
"7619","3810","20","2020-08-30 22:44:04"
"7620","3810","16","2020-08-30 22:44:04"
"7621","3811","20","2020-08-30 22:44:04"
"7622","3811","16","2020-08-30 22:44:04"
"7623","3812","20","2020-08-30 22:44:04"
"7624","3812","16","2020-08-30 22:44:04"
"7625","3813","20","2020-08-30 22:44:04"
"7626","3813","16","2020-08-30 22:44:04"
"7627","3814","20","2020-08-30 22:44:04"
"7628","3814","16","2020-08-30 22:44:04"
"7629","3815","20","2020-08-30 22:44:04"
"7630","3815","16","2020-08-30 22:44:04"
"7631","3816","20","2020-08-30 22:44:04"
"7632","3816","16","2020-08-30 22:44:04"
"7633","3817","20","2020-08-30 22:44:04"
"7634","3817","16","2020-08-30 22:44:04"
"7635","3818","20","2020-08-30 22:44:04"
"7636","3818","16","2020-08-30 22:44:04"
"7637","3819","20","2020-08-30 22:44:04"
