Catagory,Sub Catagory,Type,Brand,product,Product Description,Price,Tax,Image,Store,Size,UOM,Spice Level,Aisle No.
Dorm Essentials,Laundry,Fabric Softener,Gain,Gain fabric Softener original 60 Loads,,6.86,1,DE0092.jpg,,1.53,L,,15
Dorm Essentials,Laundry,Laundry Detergent,cheer,Cheer colorguard Detergent 64 Loads,,13.74,1,DE0093.jpg,,100,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Xtra,Xtra Detergent 128 Loads Lavender & Sweet Vanilla,,7.49,1,DE0094.jpg,,192,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Xtra,Xtra Plus OXI Clean Crystal Clean 108 Loads Laundry Detergent,,7.49,1,DE0095.jpg,,192,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Xtra,Xtra Plus Long Lasting Freshness Sparkling Fresh 42 Loads Laundry Detergent,,3.74,1,DE0096.jpg,,75,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Xtra,Xtra Detergent Mountain Rain 50 Loads,,3.74,1,DE0097.jpg,,75,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Xtra,Xtra Detergent Tropical Passion,,3.74,1,DE0098.jpg,,75,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Xtra,Xtra Plus OXI Clean Crystal Clean 40 Loads Laundry Detergent,,3.74,1,DE0099.jpg,,75,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Woolite,Woolite All Clothes Laundry Detergent 33 Loads,,12.49,1,DE0100.jpg,,50,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Woolite,Woolite All Darks Laundry Detergent 33 Loads,,12.49,1,DE0101.jpg,,50,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Woolite,woolite Delicates 8 washes Laundry Detergent,,6.24,1,DE0102.jpg,,16,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Era,Era OXIBooster Detergent,,14.99,1,DE0103.jpg,,50,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Persil,Persil ProClean Intense Fresh Detergent Deep Clean 25 Loads,,7.49,1,DE0104.jpg,,40,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Persil,Persil ProClean plus Odor Fighter Detergent Deep Clean 20 Loads,,7.49,1,DE0105.jpg,,40,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Persil,Persil ProCLean Original Detergent Deep Clean 64 Loads,,15.61,1,DE0106.jpg,,100,fl oz,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Ultra Downy april fresh 120 Loads Laundry Detergent,,11.24,1,DE0107.jpg,,3.06,L,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Ultra Downy cool cotton 120 Loads Laundry Detergent,,11.24,1,DE0108.jpg,,3.06,L,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Ultra Downy april fresh 60 Loads Laundry Detergent,,6.86,1,DE0109.jpg,,1.53,L,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Ultra Downy april fresh 40 Loads Laundry Detergent,,4.99,1,DE0110.jpg,,1.02,L,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Ultra Downy free & gentle 60 loads Laundry Detergent,,6.86,1,DE0111.jpg,,1.53,L,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Downy infusions CALM lavender & Vanilla bean 48 loads Laundry Detergent,,7.49,1,DE0112.jpg,,0.96,L,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Downy infusions BLISS Sparkling Amber & Rose 48 loads Laundry Detergent,,7.49,1,DE0113.jpg,,0.96,L,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Downy infusions ROMANTIC White Tea & Peony 48 loads Laundry Detergent,,7.49,1,DE0114.jpg,,0.96,L,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Downy Odor Protect april fresh in wash scent booster Laundry Detergent,,8.74,1,DE0115.jpg,,285,g,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Downy fresh Protect with febreze in wash ODOR Defense active fresh Laundry Detergent,,8.74,1,DE0116.jpg,,285,g,,15
Dorm Essentials,Laundry,Laundry Detergent,Downy,Downy fresh Protect with febreze in wash ODOR Defense april fresh Laundry Detergent,,8.74,1,DE0117.jpg,,285,g,,15
Dorm Essentials,Laundry,Fabric Softener,Downy,Downy WrinkleGuard Fabric Conditioner,,6.86,1,DE0118.jpg,,740,ml,,15
Dorm Essentials,Laundry,Scent Booster,Downy,Downy Unstoppables inwash scent booster Outdoor fresh,,8.74,1,DE0119.jpg,,285,g,,15
Dorm Essentials,Laundry,Scent Booster,Downy,Downy Unstoppables inwash scent booster Lush Somptueux,,8.74,1,DE0120.jpg,,285,g,,15
Dorm Essentials,Laundry,Scent Booster,Downy,Downy Unstoppables inwash scent booster Fresh Frais,,8.74,1,DE0121.jpg,,285,g,,15
Dorm Essentials,Laundry,Fabric Softener,Snuggle,Snuggle Plus super fresh Fabric conditioner Violet Breeze,,3.74,1,DE0122.jpg,,31.7,fl oz,,15
Dorm Essentials,Laundry,Fabric Softener,Snuggle,Snuggle exhilarations blue iris and ocean bridge fabric conditioner,,3.74,1,DE0123.jpg,,32,fl oz,,15
Dorm Essentials,Laundry,Fabric Softener,Snuggle,Snuggle exhilarations amber woods and honeysuckle fabric conditioner,,3.74,1,DE0124.jpg,,32,fl oz,,15
Dorm Essentials,Laundry,Fabric Softener,Snuggle,Snuggle exhilarations island hibiscus & rainflower fabric conditioner,,3.74,1,DE0125.jpg,,32,fl oz,,15
Dorm Essentials,Laundry,Scent Booster,Snuggle,Snuggle Scent Shakes Scent Booster Blue Sparkle,,5.61,1,DE0126.jpg,,255,g,,15
Dorm Essentials,Laundry,Scent Booster,Snuggle,Snuggle Scent Shakes Scent Booster Original,,5.61,1,DE0127.jpg,,255,g,,15
Dorm Essentials,Laundry,Scent Booster,Snuggle,Snuggle Scent Shakes Scent Booster Spring Burst,,5.61,1,DE0128.jpg,,255,g,,15
Dorm Essentials,Laundry,Scent Booster,Snuggle,Snuggle Scnt booster Concentrated Scent Pacs 20 loads,,4.99,1,DE0129.jpg,,400,g,,15
Dorm Essentials,Laundry,Fabric Softener,Snuggle,Ultra Snuggle Fabric Conditioner with Fresh Release Blue Sparkle 120 loads,,8.74,1,DE0130.jpg,,96,fl oz,,15
Dorm Essentials,Laundry,Fabric Softener,Final Touch,Final Touch Fabric Softener plus conditioner Lavender 36 Loads,,2.74,1,DE0131.jpg,,72,fl oz,,15
Dorm Essentials,Laundry,Fabric Softener,Final Touch,Final Touch Fabric Softener plus conditioner Spring Fresh 36 Loads,,2.74,1,DE0132.jpg,,72,fl oz,,15
Dorm Essentials,Laundry,Laundry Whitener,Out,Out white brite Laundry whitener,,7.86,1,DE0133.jpg,,1,lb,,15
Dorm Essentials,Laundry,Laundry Detergent,Febreze,Febreze Odor Eliminator Quick Dry Mist Crisp Clean Laundry Detergent,,6.24,1,DE0134.jpg,,15,fl oz,,15
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Supreme strong & soft Bathroom Tissues,,4.99,1,Market Basket.jpg,,6,count,,14
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Supreme strong & soft Bathroom Tissues,,17.49,1,Market Basket.jpg,,24,count,,14
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Supreme strong & soft Mega Call Bathroom Tissues,,7.49,1,Market Basket.jpg,,6,count,,14
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Premium Bathroom Tissue Ultra Strong,,3.13,1,Market Basket.jpg,,4,count,,14
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Premium Bathroom Tissue Ultra Strong,,6.24,1,Market Basket.jpg,,8,count,,14
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Premium Bathroom Tissue Ultra Strong,,8.74,1,Market Basket.jpg,,12,count,,14
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,Market Basket,Market Basket Premium Bathroom Tissue Ultra Strong,,17.49,1,Market Basket.jpg,,24,count,,14
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,AngelSoft,AngelSoft 4 Mega Bathroom Tissue,,6.24,1,DE0152.jpg,,4,Count,,14
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,Quilted Northern,"Quilted Northern Bathroom Tissue Paper, Ultra Soft & Strong Mega Rolls",,9.99,1,DE0153.jpg,,6,count ,,14
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,Earth First,Earth First Recycled Paper Bath Tissue Double Roll,,8.74,1,DE0154.jpg,,12,count,,14
Dorm Essentials,Paper Goods,Bathroom Tissues / Toilet Paper,Charmin,Charmin Ultra Strong Toilet Paper 9 Mega Rolls,,16.24,1,DE0155.jpg,,9,count,,14
Dorm Essentials,Paper Goods,Facial Tissues,Market Basket,Market Basket Facial Tissue,,1.24,1,Market Basket.jpg,,80,count,,14
Dorm Essentials,Paper Goods,Paper Napkins,Market Basket,Market Basket Napkins,,3.74,1,Market Basket.jpg,,250,count,,14
Dorm Essentials,Paper Goods,Paper Napkins,Market Basket,Market Basket Premium Dinner Napkins,,1.49,1,Market Basket.jpg,,40,Count,,14
Dorm Essentials,Paper Goods,Paper Napkins,Medline,ReadyFlush Select Dispensable CleansingClothes,,3.74,1,DE0151.jpg,,48,Count,,14
Dorm Essentials,Paper Goods,Paper Napkins,Clorox,HandiWipes MultiUse Reusable Cloths,,2.49,1,DE0156.jpg,,1,pack,,14
Dorm Essentials,Paper Goods,Paper Towels,Market Basket,Market Basket Premium 2 Ply Paper Towels,,18.74,1,Market Basket.jpg,,12,count,,14
Dorm Essentials,Paper Goods,Paper Towels,Viva Choose-A-Sheet,Viva Choose-A-Sheet Regular Roll Paper Towels,,9.99,1,16923.jpg,,6,count,,14
Dorm Essentials,Paper Goods,Straws,Market Basket,Market Basket 250 Straws,,2.74,1,Market Basket.jpg,,250,Count,,14
Dorm Essentials,Paper Goods,Wipes,Charmin,Charmin Freshmates Flushable Wipes,,3.24,1,4631.jpg,,40,count,,14
Dorm Essentials,Paper Goods,Wipes,Puffs,Puffs Plus Lotion,,6.24,1,DE0135.jpg,,4,boxes,,14
Dorm Essentials,Paper Goods,Wipes,Puffs,Puffs Softly Eases Sneezes,,2.74,1,DE0136.jpg,,80,count,,14
Dorm Essentials,Paper Goods,Wipes,Puffs,Puffs Ultra Soft Comforts Needy Noses,,2.74,1,DE0137.jpg,,124,count,,14
Dorm Essentials,Paper Goods,Wipes,Puffs,Puffs Plus Lotion Soothes Sore Sniffers,,2.74,1,DE0138.jpg,,124,count,,14
Dorm Essentials,Paper Goods,Wipes,Kleenex,Kleenex Ultra Soft,,2.50,1,DE0139.jpg,,110,count,,14
Dorm Essentials,Paper Goods,Wipes,Kleenex,Kleenex trusted care,,2.50,1,DE0140.jpg,,144,count,,14
Dorm Essentials,Paper Goods,Wipes,Kleenex,Kleenex ultra soft ,,7.49,1,DE0141.jpg,,4,boxes,,14
Dorm Essentials,Paper Goods,Wipes,Scotties,Scotties everyday comfort ,,1.24,1,DE0142.jpg,,64,count,,14
Dorm Essentials,Paper Goods,Wipes,Scotties,Scotties triple soft ,,1.24,1,DE0143.jpg,,66,count,,14
Dorm Essentials,Paper Goods,Wipes,Scotties,Scotties everyday comfort ,,1.24,1,DE0144.jpg,,110,count,,14
Dorm Essentials,Paper Goods,Wipes,Scotties,Scotties everyday comfort ,,2.86,1,DE0145.jpg,,230,count,,14
Dorm Essentials,Paper Goods,Wipes,Scotties,Scotties Pocket Pack Ultra Plush,,0.25,1,DE0146.jpg,,10,count,,14
Dorm Essentials,Paper Goods,Wipes,Scotties,Scotties Pocket Packs ultra plush,,1.88,1,DE0147.jpg,,8,count,,14
Dorm Essentials,Paper Goods,Wipes,Market Basket,Market Basket Flushable Moist Wipes,,3.11,1,Market Basket.jpg,,1,unit,,14
Dorm Essentials,Paper Goods,Wipes,Market Basket,Market Basket Flushable Moist Wipes Refill & Travel Pack,,1.49,1,Market Basket.jpg,,1,unit,,14
Dorm Essentials,Paper Goods,Wipes,Market Basket,Market Basket Flushable Wipes scented,,2.49,1,Market Basket.jpg,,1,unit,,14
Dorm Essentials,Paper Goods,Wipes,Market Basket,Market Basket Fragrance Free Cleansing Wipes 36 wipes,,1.49,1,Market Basket.jpg,,1,unit,,14
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Aveeno,Aveeno� Daily Moisturizing Lotion,,15.17,1,17709.jpg,,18,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Aveeno,Aveeno� Skin Relief 24 Hour Moisturizing Lotion,,12.64,1,17761.jpg,,12,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Boorage,Borage Therapy Dry Skin Lotion Original Unscented,,14.71,1,17747.jpg,,8,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Eucerin,Eucerin Intensive Repair Alpha Hydroxy & Natural Moisturizing Factor Enriched Rich Feel Fragrance Free Lotion,,15.51,1,6368.jpg,,16.9,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Eucerin,Eucerin Original Healing Lotion,,10.57,1,6370.jpg,,8.4,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Eucerin,Eucerin Soothing Repair Lotion Original Healing,,15.51,1,6371.jpg,,16.9,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Gold Bond,Gold Bond Softening Lotion Shea Butter + Coconut Oil & Cocoa Butter,,14.02,1,17726.jpg,,14,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Gold Bond,Gold Bond Ultimate Hydrating Lotion Radiance Renewal Cream Oil,,12.64,1,17717.jpg,,14,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Gold Bond,Gold Bond Ultimate Skin Therapy Lotion Healing Aloe,,14.02,1,17760.jpg,,14,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Lubriderm,Lubriderm Advanced Therapy Lotion,,4.93,1,17735.jpg,,6,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Nivea,Nivea Hydrating In-Shower Body Lotion,,10.57,1,17764.jpg,,13.5,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Olay,Olay Quench Ultra Moisture Shea Butter Body Lotion,,7.00,1,6376.jpg,,8.4,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Suave,Suave Body Lotion Advanced Therapy,,3.55,1,17711.jpg,,10,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Suave,Suave Sea Mineral Infusion Body Lotion,,3.55,1,17752.jpg,,10,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Vaseline,Vaseline Hand And Body Lotion Advanced Repair Unscented,,5.62,1,17729.jpg,,10,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Vaseline,Vaseline Hand And Body Lotion Essential Healing,,5.62,1,18140.jpg,,10,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Vaseline,Vaseline Spray Lotion Aloe Soothe,,9.88,1,17733.jpg,,6.5,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotion,Vaseline,Vaseline Spray On Lotion Spray Moisturizer Cocoa Radiant,,9.88,1,18144.jpg,,6.5,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotions & Soap,Aquaphor,Aquaphor Advanced Therapy Healing Ointment Skin Protectant,,7.69,1,17751.jpg,,1.75,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Lotions & Soap,Topcare,TopCare Epsom Salt,,3.21,1,17756.jpg,,4,lb,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Sponge,Topcare,Topcare Net Body Sponge,,1.48,1,17748.jpg,,1,count,,15
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Aveeno,Aveeno� Positively Nourishing Hydrating Body Wash,,9.19,1,17749.jpg,,16,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Axe,Axe Men's Body Wash Phoenix,,7.00,1,18133.jpg,,16,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Dial,Dial Body Wash Coconut Water Hydrating Body Wash,,5.62,1,17743.jpg,,16,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Dial,Dial Body Wash Himalayan Salt,,5.62,1,6333.jpg,,16,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Dial,Dial Body Wash Sea Minerals,,5.62,1,6340.jpg,,16,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Dial,Dial Body Wash Vitamin Boost Lotion Infused Moisturizing Body Wash,,5.62,1,17755.jpg,,16,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Dial,Dial Hydrating Body Wash Spring Water,,5.62,1,6335.jpg,,16,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Dove,Dove Body Wash Sensitive Skin,,9.88,1,18136.jpg,,22,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Dove,Dove Men+care Body Wash Extra Fresh,,7.00,1,17736.jpg,,13.5,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Dove,Dove Men+care Body Wash Mineral + Sage,,7.00,1,17759.jpg,,13.5,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Dove,Dove Refreshing Body Wash Cucumber And Green Tea,,9.88,1,18141.jpg,,22,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Irish Spring,Irish Spring Body Wash Deep Action Scrub,,6.31,1,6361.jpg,,18,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Irish Spring,Irish Spring Body Wash GEAR 3 IN 1 Body+Hair+Face Wash,,4.93,1,6356.jpg,,15,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Irish Spring,Irish Spring Body Wash GEAR Exfoliating Clean,,4.93,1,6360.jpg,,15,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Irish Spring,Irish Spring Body Wash GEAR Skin Hydration,,4.93,1,6357.jpg,,15,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Irish Spring,Irish Spring Body Wash Moisture Blast,,4.93,1,6354.jpg,,18,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Ivory,Ivory Body Wash Original Scent,,2.86,1,6364.jpg,,12,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Ivory,Ivory Simply Ivory Body Wash,,3.21,1,No Image.jpg,,12,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Market Basket,Market Basket Coconut Lime Body Wash Enriched With Papaya & Aloe,,3.21,1,Market Basket.jpg,,20,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Market Basket,Market Basket Deep Moisturizing Body Wash,,5.28,1,Market Basket.jpg,,24,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Market Basket,Market Basket High Power Body Wash Sport Scent,,4.24,1,Market Basket.jpg,,18,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Market Basket,Market Basket Sweet Pea Body Wash Enriched With Papaya & Aloe,,3.21,1,Market Basket.jpg,,20,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Olay,Olay Sweet Peach Body Wash,,3.21,1,No Image.jpg,,20,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Old Spice,Old Spice High Endurance Body Wash Pure Sport,,6.31,1,18139.jpg,,18,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Softsoap,Softsoap Body Butter Moisturizing Body Wash Shea & Almond Oil,,5.62,1,6330.jpg,,15,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Softsoap,Softsoap Island Quench Coconut Body Wash,,5.62,1,No Image.jpg,,20,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,St. Ives,St. Ives Soothing Body Wash Oatmeal And Shea Butter,,4.24,1,17718.jpg,,13.5,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Tone,Tone Mango Splash Cocoa Butter & Papaya Moisturizing Body Wash,,5.62,1,17741.jpg,,18,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Tone,Tone Soothing Oatmeal & Shea Butter Body Wash,,5.62,1,17721.jpg,,18,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,White Rain,White Rain for Men Cool Ocean Wave Body Wash,,1.48,1,17719.jpg,,12,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,White Rain,White Rain Ocean Mist Moisturizing Body Wash,,1.48,1,17738.jpg,,12,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Body Wash,Zest,Zest Indulgence Cocoa Butter & Shea Ultra-Moisturizing Creamy Body Wash,,4.01,1,17753.jpg,,16.5,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Cream,Eucerin,Eucerin Skin Calming Cream,,10.57,1,6369.jpg,,8,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Cream,Gold Bond,Gold Bond Ultimate Skin Therapy Cream Softening Shea Butter,,8.96,1,17762.jpg,,5.5,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Cream,Neutrogena,Neutrogena� Norwegian Formula Hand Cream Fragrance Free,,6.77,1,17712.jpg,,2,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Cream,ShiKai,"ShiKai Hand Cream, Fragrance-Free",,8.96,1,17713.jpg,,2.5,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Cream,Udderly Smooth,Udderly Smooth Hand Cream Original Formula,,3.21,1,17745.jpg,,4,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Alberto,Alberto VO5 Normal with Biotin Daily Shampoo,,1.48,1,17822.jpg,,12.5,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Aussie,Aussie Mega Hairspray Flexible Hold,,5.62,1,17820.jpg,,14,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Bronner Brothers,Bronner Brothers BB Super Gro Hair and Scalp Treatment,,6.08,1,17835.jpg,,6,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Conair,Conair I Want To Gently Detangle! Hairbrush,,5.62,1,17825.jpg,,1,count,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Conair,Conair Styling Essentials Large Shower Cap,,2.17,1,17824.jpg,,1,count,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Dove,Dove Conditioner Daily Moisture,,4.93,1,17839.jpg,,20.4,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,"Garnier Anti-Frizz Serum, Frizzy, Dry, Unmanageable Hair",,8.50,1,17813.jpg,,5.1,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,Garnier Fructis Bounce-Back Hold Hairspray Full Control,,5.97,1,6617.jpg,,8.5,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,Garnier Fructis Creation Mousse Curl Construct,,4.82,1,6619.jpg,,6.8,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,"Garnier Fructis For Dry, Damaged Hair Triple Nutrition Conditioner",,4.93,1,6610.jpg,,13,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,"Garnier Fructis For Dry, Damaged Hair Triple Nutrition Shampoo",,4.93,1,6607.jpg,,13,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,"Garnier Fructis For Frizzy, Dry, Unmanageable Hair Sleek & Shine Conditioner",,4.93,1,6609.jpg,,13,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,"Garnier Fructis For Frizzy, Dry, Unmanageable Hair Sleek & Shine Shampoo",,4.93,1,6608.jpg,,13,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,Garnier Fructis For Normal Hair Daily Care Shampoo,,4.93,1,6611.jpg,,13,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,Garnier Fructis Frizz Protection Hairspray Sleek & Shine,,5.97,1,6618.jpg,,8.2,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,Garnier Fructis Style Anti-Humidity Smoothing Milk,,5.97,1,6620.jpg,,5.1,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,Garnier Fructis Style� All Hair Types Super Stiff Gel,,5.97,1,17843.jpg,,6.8,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Garnier,Garnier Intensely Smooth Leave-In Conditioning Cream,,5.62,1,17819.jpg,,10.2,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,got 2b,got 2b Spiked Up Max-Control Styling Gel,,8.96,1,17816.jpg,,8.5,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Grisi,"Grisi Detangling Lotion, Kids",,2.86,1,17818.jpg,,8.4,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Head & Shoulders,Head & Shoulders Classic Clean 2-in-1,,6.31,1,6584.jpg,,13.5,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Head & Shoulders,"Head & Shoulders Classic Clean Conditioner, Female Hair Care",,6.31,1,6581.jpg,,13.5,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Head & Shoulders,Head & Shoulders Dandruff Shampoo Classic Clean,,6.31,1,6586.jpg,,13.5,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Head & Shoulders,Head & Shoulders Dry Scalp Care Head and Shoulders Dry Scalp Care with Almond Oil Anti-Dandruff Shampoo 13.5 Oz,,6.31,1,18170.jpg,,13.5,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Head & Shoulders,Head & Shoulders Men Old Spice Dandruff Shampoo Pure Sport,,6.31,1,6582.jpg,,13.5,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Head & Shoulders,Head & Shoulders Refresh Head and Shoulders Men Refresh 2-in-1 Anti-Dandruff Shampoo + Conditioner For Men 13.5 Oz,,6.31,1,6583.jpg,,13.5,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Herbal Essences,Herbal Essences Body Envy Volumizing Mousse with Citrus Essences,,5.39,1,6592.jpg,,6.8,oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Herbal Essences,Herbal Essences Color Me Happy Conditioner for Color-Treated Hair,,4.82,1,6589.jpg,,11.7,count,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Herbal Essences,Herbal Essences Color Me Happy Shampoo For Color Treated Hair,,4.82,1,6591.jpg,,10.1,fl oz,,13
Personal Care,"Body Wash, Soap & Hair Care",Hair Care,Herbal Essences,Herbal Essences Hello Hydration Conditioner Coconut Essences,,4.82,1,6588.jpg,,10.1,fl oz,,13
