Category,Sub Catagory,Type,Brand,product,Product Description,Price,Tax,Image,Store,Size,UOM,Spice Level,Aisle No.
Fresh Produce,Fresh Organic Fruits,Orange,Market Basket,Organic Cara Cara Orange,,4.93,0,14289.jpg,,1,count,,20
Fresh Produce,Fresh Organic Fruits,Orange,Market Basket,Organic Orange,,8.04,0,14288.jpg,,1,count,,20
Fresh Produce,Fresh Organic Fruits,Orange,Market Basket,"Organic Oranges, Bag",,6.99,0,FP29.jpg,,3,lb,,20
Fresh Produce,Fresh Organic Fruits,Orange,Market Basket,Organic Valencia Orange,,4.24,0,14278.jpg,,1,count,,20
Fresh Produce,Fresh Organic Fruits,Pea,Jonathan's Sprouts,Jonathan's Sprouts Organic Pea Shoots,,5.28,0,14264.jpg,,6,oz,,20
Fresh Produce,Fresh Organic Fruits,Pear,Market Basket,Organic Bosc Pear,,1.44,0,14239.jpg,,1,count,,20
Fresh Produce,Fresh Organic Fruits,Pear,Market Basket,Organic D'Anjou Pears,,1.44,0,14226.jpg,,1,count,,20
Fresh Produce,Fresh Organic Herbs,Garlic,Market Basket,Whole Peeled Garlic,,5.49,0,f91.jpg,,1,lb,,20
Fresh Produce,Fresh Organic Herbs,Ginger,Market Basket,Organic Ginger Root,,2.74,0,f92.jpg,,4,oz,,20
Fresh Produce,Fresh Organic Herbs,Lemongrass,Infinite Herbs,Infinite Herbs Organic Lemongrass Herb,,2.40,0,No Image.jpg,,1,oz,,20
Fresh Produce,Fresh Organic Herbs,Oregano,Goodness Gardens,Goodness Gardens Organic Infinite Oregano,,2.86,0,FP47.jpg,,4,oz,,20
Fresh Produce,Fresh Organic Herbs,Parsley,Foxy Organic,Foxy Organic Italian Parsley,,2.40,0,FP41.jpg,,1,lb,,20
Fresh Produce,Fresh Organic Herbs,Parsley,Gourmet Garden,"Gourmet Gardena, Lightly Dried Organic Parsley",,5.62,0,97.jpg,,0.35,oz,,20
Fresh Produce,Fresh Organic Herbs,Thyme,Infinite Herbs,Infinite Herbs Organic Thyme,,5.62,0,92.jpg,,4,oz,,20
Fresh Produce,Fresh Organic Vegetables,Asparagus,Market Basket,Organic Large Asparagus bunch,,8.50,0,14364.jpg,,1,lb,,20
Fresh Produce,Fresh Organic Vegetables,Avacado,Market Basket,Organic Hass Avocados Bag,,6.99,0,14391.jpg,,1,bag(s),,20
Fresh Produce,Fresh Organic Vegetables,Beet,Market Basket,Organic Beets,,4.24,0,FP119.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Bell Pepper,Market Basket,Organic Green Bell Pepper,,1.44,0,14297.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Bell Pepper,Market Basket,Organic Orange Bell Pepper,,2.13,0,14295.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Bell Pepper,Market Basket,Organic Red Bell Pepper,,3.51,0,14359.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Bell Pepper,Market Basket,Organic Yellow Bell Pepper,,3.51,0,14345.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Broccoli,Jonathan's Sprouts,Jonathan's Sprouts Organic Broccoli Sprouts,,4.47,0,103.jpg,,4,oz container,,20
Fresh Produce,Fresh Organic Vegetables,Broccoli,Market Basket,Organic Broccoli Florettes,,4.24,0,14333.jpg,,9,oz bag,,20
Fresh Produce,Fresh Organic Vegetables,Cauliflower,Cal Organic Farms,Cal Organic Farms Cauliflower,,5.62,0,41.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Cauliflower,Pacific,Pure Pacific Organic Wrapped Cauliflower,,3.55,0,14325.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Celery,Foxy Organic,Foxy Organic Celery,,4.93,0,14378.jpg,,1,bag,,20
Fresh Produce,Fresh Organic Vegetables,Celery,Market Basket,Organic Celery,,4.93,0,14417.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Celery,Olivia's Organics,Olivia's Organics Celery Heart,,4.24,0,14342.jpg,,10,oz bag,,20
Fresh Produce,Fresh Organic Vegetables,Cucumber,Market Basket,Concombre Anglais Biologique/Organic English Cucumbers,,2.17,0,14383.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Cucumber,Market Basket,Organic Cucumbers,,3.55,0,FP120.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Cucumber,Market Basket,Organic English Cucumber,,4.24,0,14406.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Cucumber,Market Basket,Organic English Seedless Cucumber,,1.48,0,14298.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Cucumber,Market Basket,Organic Seedless Cucumber,,4.24,0,14426.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Eggplant,Market Basket,Organic Whole Trade Eggplant,,4.24,0,FP125.jpg,,1,lb,,20
Fresh Produce,Fresh Organic Vegetables,Garlic,Spice World,Spice World Organic Fresh Garlic Bulbs,,2.86,0,30.jpg,,1,bag(s),,20
Fresh Produce,Fresh Organic Vegetables,Garlic,Spice World,Spice World Peeled Garlic Organic,,4.24,0,28.jpg,,6,oz container,,20
Fresh Produce,Fresh Organic Vegetables,Ginger,Market Basket,Garden Sweet Organic Ginger Clam,,4.24,0,FP106.jpg,,6,oz,,20
Fresh Produce,Fresh Organic Vegetables,Kale,Cal Organic Farms,Cal Organic Farms Organic Green Kale Bunch,,4.24,0,42.jpg,,1,lb,,20
Fresh Produce,Fresh Organic Vegetables,Kale,Market Basket,Lakeside (Locally Grown) Organic Curly Kale,,4.24,0,14422.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Kale,Market Basket,Organic Kale,,4.24,0,14399.jpg,,1,bunch,,20
Fresh Produce,Fresh Organic Vegetables,Mushroom,Hokto,Hokto Kinoko Company Organic Bunapi Mushroom,,3.55,0,14412.jpg,,1,lb,,20
Fresh Produce,Fresh Organic Vegetables,Mushroom,Hokto,Hokto Organic Maitake Mushrooms,,3.55,0,17935.jpg,,3.5,oz bag,,20
Fresh Produce,Fresh Organic Vegetables,Mushroom,Monterey,Monterey Mushrooms Whole Organic Baby Bella Mushrooms,,4.24,0,45.jpg,,8,oz container,,20
Fresh Produce,Fresh Organic Vegetables,Onion,Market Basket,Organic Onion,,4.24,0,14438.jpg,,32,oz,,20
Fresh Produce,Fresh Organic Vegetables,Onion,Market Basket,Organic Yellow Onion Bag,,3.78,0,14413.jpg,,2,lb bag,,20
Fresh Produce,Fresh Organic Vegetables,Pepper,Market Basket,Organic Mini Sweet Peppers,,6.99,0,14445.jpg,,1,oz,,20
Fresh Produce,Fresh Organic Vegetables,Roster Potato,Market Basket,Organic Gold Roaster Potato Bag,,6.31,0,14431.jpg,,5,lb bag,,20
Fresh Produce,Fresh Organic Vegetables,Russet Potato,Market Basket,Organic Russet Potatoes Bag,,6.31,0,14437.jpg,,5,lb,,20
Fresh Produce,Fresh Organic Vegetables,Shallots,Auerpak,Auerpak Organic Shallots,,2.86,0,32.jpg,,3,oz,,20
Fresh Produce,Fresh Organic Vegetables,Squash,Market Basket,Organic Kabocha Squash,,5.73,0,14444.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Squash,Market Basket,Organic Spaghetti Squash,,8.59,0,14392.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Sweet Potato,Market Basket,Barnes Farming Organic Sweet Potatoes,,3.21,0,14409.jpg,,3,lb bag,,20
Fresh Produce,Fresh Organic Vegetables,Sweet Potato,Market Basket,Organic Sweet Potato Bag,,1.48,0,14336.jpg,,7,oz bag,,20
Fresh Produce,Fresh Organic Vegetables,Tomato,Market Basket,Organic Greenhouse Grown Tomato,,5.62,0,FP121.jpg,,1,count,,20
Fresh Produce,Fresh Organic Vegetables,Tomato,Market Basket,Organic Stem Cluster Tomatoes (Approx: 8 ct),,4.24,0,FP124.jpg,,1,lb,,20
Fresh Produce,Fresh Organic Vegetables,Tomato,Market Basket,Sunset Organic Campari Tomatoes,,4.93,0,14318.jpg,,12,oz,,20
Fresh Produce,Fresh Organic Vegetables,White Mushroom,Monterey,Monterey Mushrooms Whole Organic White Mushrooms,,3.78,0,44.jpg,,8,oz container,,20
Meat & Seafood,Meat & Seafood Counter,Beef,85% Lean,85% Lean Beef Burgers,,8.59,0,No Image.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,85% Lean,85% Lean Ground Beef,,8.59,0,16673.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Angus Beef,Angus Beef Boneless Chuck Eye Steak,,6.49,0,No Image.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Ball Park,"Ball Park Fully-Cooked Flame Grilled Original Beef Patties, Frozen",,2.49,0,4050.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Certified Angus Beef,Certified Angus Beef Boneless Chuck Stew,,8.09,0,16670.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Certified Angus Beef,Certified Angus Beef Boneless Strip Steak,,12.19,0,4048.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Certified Angus Beef,Certified Angus Beef Cap Off London Broil,,4.09,0,No Image.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Certified Angus Beef,Certified Angus Beef First Cut Top Steak,,4.89,0,No Image.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Certified Angus Beef,Certified Angus Beef Sirloin Tip Steak,,12.19,0,No Image.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Certified Angus Beef,Certified Angus Beef Thin Boneless Chuck Steak,,6.69,0,No Image.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Excel,Excel Beef Feet,,3.19,0,No Image.jpg,,Approx:,1.00 lb at $3.19/lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Extra,93% Lean 7% Fat Extra Lean Beef Patties,,6.39,0,No Image.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Kayem,Kayem Boston Red Sox Fenway Franks Beef,,4.89,0,16667.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Market Basket,90% Ground Beef,,6.49,0,16665.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Market Basket,90% Lean Ground Sirloin,,6.49,0,16664.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Market Basket,Beef Boneless Eye Round Roast,,15.58,0,Market Basket.jpg,,Approx:,2.69 lb at $5.79/lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Market Basket,Beef Franks,,4.29,0,Market Basket.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Market Basket,Beef Oxtail,,13.41,0,Market Basket.jpg,,Approx:,1.37 lb at $9.79/lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Market Basket,Beef Stock,,2.49,0,Market Basket.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Market Basket,Boneless Beef Chuck,,4.89,0,Market Basket.jpg,,1,lb,,22
Meat & Seafood,Meat & Seafood Counter,Beef,Market Basket,Boneless Eye of Round Beef Steak,,6.09,0,Market Basket.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Bacon,Market Basket,Market Basket Center Cut Bacon,,4.29,0,Market Basket.jpg,,1,pack,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,85% Lean,85% Lean Ground Beef,,4.59,0,16689.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Angus Beef,Angus Beef Xtra Lean Round Stew,,4.89,0,16690.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Certified Angus Beef,Certified Angus Beef Thin Top Round Steak,,5.79,0,No Image.jpg,,0.97,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Creekstone Farm,Creekstone Farm Black Angus Ground Beef,,8.69,0,16705.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Lauras Beef,"Lauras Beef Beef, Ground, 92/8",,8.29,0,4089.jpg,,16,oz,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Lloyd's,Lloyd's Seasoned & Smoked Center Cut Beef Ribs with Original BBQ Sauce,,17.69,0,4091.jpg,,37.4,oz,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Market Basket,Boneless Rib Eye Steaks,,15.89,0,Market Basket.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Market Basket,Market Basket 80% Ground Beef,,4.89,0,4074.jpg,,4,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Market Basket,Market Basket 85% Lean Angus Ground Beef,,5.29,0,4075.jpg,,1,pack,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Market Basket,Market Basket 93% Lean Ground Beef,,6.75,0,4073.jpg,,Approx:,1.23 lb at $5.49/lb,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Market Basket,Selected Thin Sliced NY Sirloin Petite,,6.09,0,Market Basket.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,Verde,Verde 93% Lean | 7% Fat Organic Ground Beef,,9.79,0,16703.jpg,,16,oz,,22
Meat & Seafood,Packaged Meat & Seafood,Beef,York,Petite New York Sirloin,,11.49,0,No Image.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Bison,Great Range Buffalo,Great Range Buffalo Premium Ground Bison,,10.99,0,4087.jpg,,16,oz,,22
Meat & Seafood,Packaged Meat & Seafood,Calamari,PanaPesca,PanaPesca Whole Cleaned Calamari,,8.59,0,4140.jpg,,17.6,oz,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Perdue,Perdue Carved Chicken BreastGrilled Italian Style,,3.49,0,4093.jpg,,0.56,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Perdue,Perdue Dino Shape Breaded Chicken Nuggets,,3.49,0,4092.jpg,,0.75,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Market Basket,Chicken,,6.09,0,Market Basket.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Market Basket,Market Basket Fresh Roaster Whole Chicken,,5.56,0,Market Basket.jpg,,Approx:,4.00 lb at $1.39/lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Market Basket,Market Basket Organic Chicken Stock,,1.29,0,Market Basket.jpg,,1,pack,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Market Basket,Market Basket Stir Fry Chicken,,4.89,0,Market Basket.jpg,,Approx:,1.00 lb at $4.89/lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Market Basket,Market Basket Whole Chicken Legs,,3.35,0,Market Basket.jpg,,Approx:,2.25 lb at $1.49/lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Market Basket,Market Basket Whole Frozen Chicken Paws,,2.49,0,Market Basket.jpg,,Approx:,1.00 lb at $2.49/lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,On Cor,On Cor Clear Bags Chicken Nibblers,,6.09,0,16712.jpg,,36,oz,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Perdue,Perdue Chicken Drumsticks,,3.19,0,4110.jpg,,1.5,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Perdue,Perdue Whole Chicken,,7.95,0,4105.jpg,,Approx:,5.00 lb at $1.59/lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken,Perdue,Perdue Whole Roaster Chicken,,8.45,0,No Image.jpg,,Approx:,5.00 lb at $1.69/lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken Breast,Fresh,Harvestland All Natural Fresh Chicken Breasts,,6.39,0,No Image.jpg,,1.16,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken Breast,Bell & Evans,Bell & Evans Boneless Chicken Breast,,9.19,0,4123.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken Breast,Bell & Evans,Bell & Evans Boneless Skinless Chicken Breasts,,7.39,0,4122.jpg,,Approx:,2 lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken Breast,Fresh,Perdue Fresh Chicken Breast,,4.59,0,No Image.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken Breast,Harvestland,Harvestland Boneless Skinless Chicken Breast,,6.79,0,4119.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken Breast,Harvestland,Harvestland Chicken Breast,,6.09,0,No Image.jpg,,1,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken Breast,Market Basket,Chicken Breasts,,8.19,0,Market Basket.jpg,,24,oz,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken Breast,Market Basket,Market Basket Chicken Breast Cutlets,,5.84,0,4097.jpg,,1.2,lb,,22
Meat & Seafood,Packaged Meat & Seafood,Chicken Breast,Perdue,Perdue Boneless Chicken BreastsItalian Style,,8.59,0,4098.jpg,,1.5,lb,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Alfresco,Alfresco Original Uncured Chicken Bacon,,3.69,0,4145.jpg,,14,count,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Applegate,Applegate Natural Reduced Sodium Sunday Bacon,,6.69,0,4184.jpg,,8,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Applegate,Applegate Organic Turkey Bacon,,6.99,0,4185.jpg,,8,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Butterball,Butterball Every Day Original Fully Cooked Turkey Bacon,,3.49,0,16743.jpg,,3,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Coleman,Coleman Uncured Hickory Smoked Bacon,,9.19,0,4192.jpg,,0.75,lb,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Farmland,Farmland Bacon,,4.69,0,18048.jpg,,16,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Hormel,Hormel Fully Cooked Original 100% Real Thick Cut Bacon,,4.39,0,16723.jpg,,2.52,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Hormel,Hormel Natural Hardwood Smoke Maple Bacon,,5.29,0,16736.jpg,,340,g,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Hormel,Hormel Natural Hardwood Smoke Original Bacon,,5.79,0,16741.jpg,,16,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Hormel,Hormel Naturally Hardwood Smoked 97% Fat Free Canadian Bacon,,4.59,0,16722.jpg,,6,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Jennie-o,Jennie-O Turkey Bacon,,3.09,0,16727.jpg,,12,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Jones Dairy Farm,Jones Dairy Farm Canadian Bacon Hickory Smoked,,4.29,0,16730.jpg,,10,x 6 oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Jones Dairy Farm,"Jones Dairy Farm Turkey Bacon, Cherrywood Smoked, Uncured",,4.09,0,16744.jpg,,8,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Market Basket,Marker Basket Bacon,,3.09,0,Market Basket.jpg,,1,pack,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Market Basket,Market Basket Bacon Steak Cuts,,3.69,0,Market Basket.jpg,,1,pack,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Market Basket,Market Basket Fully Cooked Bacon,,3.69,0,Market Basket.jpg,,2.1,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Market Basket,Market Basket Hickory Smoked Bacon,,4.89,0,Market Basket.jpg,,16,oz,,22
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Market Basket,Market Basket Hickory Smoked Bacon Regular Sliced,,4.89,0,Market Basket.jpg,,16,oz,,1
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Market Basket,Market Basket Lower Sodium Hickory Smoked Sliced Bacon,,4.89,0,Market Basket.jpg,,16,oz,,1
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Market Basket,Market Basket Thick Sliced Bacon,,6.69,0,Market Basket.jpg,,20,oz,,1
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Market Basket,Market Basket Thick Sliced Pepper Bacon,,6.69,0,Market Basket.jpg,,20,oz,,1
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Oscar Mayer,Oscar Mayer Bacon,,6.69,0,4159.jpg,,16,oz,,1
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Oscar Mayer,Oscar Mayer Center Cut Original Bacon,,6.09,0,4164.jpg,,12,oz,,1
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Oscar Mayer,Oscar Mayer Fully Cooked Bacon,,4.69,0,4158.jpg,,2.52,oz,,1
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Oscar Mayer,Oscar Mayer Hearty Thick Cut Bacon,,6.69,0,4160.jpg,,16,oz,,1
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Oscar Mayer,"Oscar Mayer Naturally Hardwood Smoked Bacon, Lower Sodium",,6.69,0,4166.jpg,,16,oz,,1
Meat & Seafood,"Hot Dogs, Bacon & Sausage",Bacon,Oscar Mayer,Oscar Mayer Turkey Bacon,,4.09,0,4168.jpg,,12,oz,,1
Meat & Seafood,Lunch Meat,Beef,Deli,Deli Style Roast Beef,,13.49,0,17273.jpg,,1,lb,,22
Meat & Seafood,Lunch Meat,Beef,Oscar Mayer,Oscar Mayer Beef Bologna,,3.89,0,5409.jpg,,8,oz,,22
Meat & Seafood,Lunch Meat,Chicken,Applegate,Applegate Natural Oven Roasted Chicken Breast,,5.29,0,5438.jpg,,7,oz,,22
Meat & Seafood,Lunch Meat,Chicken,Hillshire Farm,"Hillshire Farm ® Bold Flavor Lunchmeat, Chipotle Chicken Breast",,4.89,0,5433.jpg,,8,oz,,22
Meat & Seafood,Lunch Meat,Chicken,Market Basket,Market Basket Oven Roasted Chicken Breast,,1.69,0,Market Basket.jpg,,1,lb,,22
Meat & Seafood,Lunch Meat,Chicken,Thin 'n Trim,Thin 'n Trim Thinly Sliced Buffalo Style Chicken Breast,,7.39,0,No Image.jpg,,Approx:,1.00 lb at $7.39/lb,,22
Meat & Seafood,Lunch Meat,Chicken,Waterhill Naturals,Waterhill Naturals Oven Roasted Chicken Breast,,4.89,0,17293.jpg,,6,oz,,22
Meat & Seafood,Lunch Meat,Chicken & Turkey,Butterball,Butterball Made W/Chicken & Turkey Bologna,,2.49,0,5456.jpg,,16,oz,,22
Meat & Seafood,Lunch Meat,Ham,Applegate,Applegate Organic Black Forest Ham,,6.09,0,5439.jpg,,6,oz,,22
Meat & Seafood,Lunch Meat,Ham,Applegate,Applegate Organic Slow Cooked Ham,,6.09,0,5441.jpg,,6,oz,,22
Meat & Seafood,Lunch Meat,Ham,Deli,"Deli Select Ultra Thin Sliced Lunchmeat, Smoked Ham, 16 oz.",,6.09,0,17280.jpg,,16,oz,,22
Meat & Seafood,Lunch Meat,Ham,Fresh,Oscar Mayer Deli Fresh Honey Ham,,4.09,0,5403.jpg,,9,oz,,22
Meat & Seafood,Lunch Meat,Ham,Fresh,Oscar Mayer Deli Fresh Honey Shaved Smoked Ham,,7.09,0,5414.jpg,,16,oz,,22
Meat & Seafood,Lunch Meat,Ham,Glen Rock,Glen Rock Boneless Smoked Ham,,6.27,0,No Image.jpg,,Approx:,1.70 lb at $3.69/lb,,22
Meat & Seafood,Lunch Meat,Ham,Hatfield,Hatfield Classic Boneless Ham Steak,,2.99,0,17278.jpg,,8,oz,,22
Meat & Seafood,Lunch Meat,Ham,Healthy Ones,Healthy Ones Black Forest Deli Thin-Sliced Ham,,3.69,0,17275.jpg,,7,oz,,22
Meat & Seafood,Lunch Meat,Ham,Healthy Ones,Healthy Ones Honey Deli Thin-Sliced Ham,,3.69,0,17289.jpg,,7,oz,,22
Meat & Seafood,Lunch Meat,Ham,Hillshire Farm,"Hillshire Farm ® Ultra Thin Sliced Lunchmeat, Brown Sugar Ham",,8.59,0,5430.jpg,,16,oz,,22
Meat & Seafood,Lunch Meat,Ham,Hillshire Farm,"Hillshire Farm Ultra Thin Sliced Lunchmeat, Honey Ham",,4.59,0,5425.jpg,,9,oz,,22
Meat & Seafood,Lunch Meat,Ham,Hillshire Farm,"Hillshire Farm Ultra Thin Sliced Lunchmeat, Honey Ham",,6.09,0,5429.jpg,,16,oz,,22
Meat & Seafood,Lunch Meat,Ham,Hillshire Farm,"Hillshire Farm Ultra Thin Sliced Lunchmeat, Smoked Ham",,4.59,0,5431.jpg,,9,oz,,22
Meat & Seafood,Lunch Meat,Ham,Hormel,Hormel Cooked Deli Ham,,4.29,0,5445.jpg,,8,oz,,22
Meat & Seafood,Lunch Meat,Ham,Hormel,Hormel Natural Choice Honey Deli Ham,,4.29,0,5449.jpg,,8,oz,,22
Meat & Seafood,Lunch Meat,Ham,Jones Dairy Farm,Jones Dairy Farm Ham Steak Hickory Smoked,,4.09,0,17291.jpg,,7,oz,,22
Meat & Seafood,Lunch Meat,Ham,Leidy's,Leidy's Hardwood Smoked Premium Boneless Ham Steak,,3.18,0,No Image.jpg,,Approx:,0.65 lb at $4.89/lb,,22
Meat & Seafood,Lunch Meat,Ham,Leidy's,Leidy's Uncured Smoked Ham Steak,,4.29,0,No Image.jpg,,6,oz,,22
Meat & Seafood,Lunch Meat,Ham,Market Basket,Black Forest Ham,,7.39,0,17272.jpg,,1,lb,,22
Meat & Seafood,Lunch Meat,Ham,Market Basket,Market Basket Black Forest Smoked Ham,,3.69,0,Market Basket.jpg,,10,oz,,22
Meat & Seafood,Lunch Meat,Ham,Market Basket,"Market Basket Black Forest Smoked Ham, Tub",,6.79,0,Market Basket.jpg,,10,oz,,22
Meat & Seafood,Lunch Meat,Ham,Market Basket,Market Basket Boneless Ham Half,,11.07,0,Market Basket.jpg,,Approx:,3.00 lb at $3.69/lb,,22
Meat & Seafood,Lunch Meat,Ham,Market Basket,Market Basket Cooked Ham Zip Pack,,4.09,0,Market Basket.jpg,,16,oz,,22
Meat & Seafood,Canned Meat & Seafood,Canned Beef,Hormel,"Hormel Ground, Formed & Sliced Dried Beef",,4.59,0,5236.jpg,,5,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Chicken,Hormel,Hormel Premium Chicken Breast in Water,,3.09,0,5239.jpg,,10,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Ham,Hormel,Hormel Smoked Ham,,1.59,0,5237.jpg,,5,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Turkey,Hormel,Hormel White & Dark Turkey in Water,,1.59,0,5238.jpg,,5,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Sausage,Libby's,Libby's Chicken Vienna Sausage,,0.69,0,17157.jpg,,4.6,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Sausage,Libby's,Libby's Vienna Sausage,,0.69,0,17152.jpg,,4.6,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Chicken,Market Basket,Market Basket Chicken Cooking Stock No Msg Fat Free,,2.49,0,Market Basket.jpg,,32,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Chicken,Market Basket,Market Basket Chunk White Chicken In Water,,2.49,0,Market Basket.jpg,,12.5,oz,,2
